host_total_listings_count;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;property_type;accommodates;bathrooms;bedrooms;beds;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;availability_30;availability_60;availability_90;availability_365;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;cancellation_policy;reviews_per_month;high_value_amenities;standard_value_amenities;basic_amenities;summary_length;description_length;days_since_first_review;days_since_last_review;room_type_private_room;room_type_shared_room;bed_type_couch;bed_type_futon;bed_type_pullout_sofa;bed_type_real_bed;square_meters
5.0;justicia;justicia;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42514858867646;-3.6989372900481374;apartment;2;1.0;0.0;1.0;3.4339872044851463;;950.0;;;1;0;1;1125;7;16;29;269;235;79.0;8.0;9.0;9.0;9.0;9.0;8.0;moderate;7.01;0;2;3;7;158;3756.0;2768.0;False;False;False;False;False;True;30.007669
0.0;palos do moguer;palos de moguer;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.40543458705553;-3.691604018226487;apartment;9;2.0;5.0;5.0;4.709530201312334;;;200.0;50.0;4;15;2;30;3;14;26;99;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;3;3;3;81;81;2758.0;2758.0;False;False;False;False;False;True;30.007669
1.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41147297807283;-3.697789630847202;loft;1;1.0;1.0;1.0;3.713572066704308;230.0;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;1;1;3;20;20;;;False;False;False;False;False;True;30.007669
1.0;palacio;palacio;centro;madrid;comunidad de madrid;28013;madrid;madrid spain;es;spain;40.41502683932799;-3.712506777753237;apartment;4;1.0;1.0;2.0;4.189654742026425;;;;35.0;3;10;3;1125;8;28;55;330;14;99.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.47;0;2;2;66;94;3037.0;2757.0;False;False;False;False;False;True;49.981814
7.0;puente de vallecas;numancia;puente de vallecas;madrid;comunidad de madrid;28038;madrid;madrid spain;es;spain;40.40074814477247;-3.665245611260018;apartment;4;1.0;2.0;3.0;4.158883083359672;;;;;1;0;3;360;7;16;25;300;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.02;0;2;2;86;86;2927.0;2771.0;False;False;False;False;False;True;65.0321
3.0;guindalera;guindalera;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.43605859354464;-3.672990171017622;apartment;5;1.0;2.0;5.0;4.51085950651685;590.0;1600.0;;40.0;4;10;3;1000;16;43;73;348;8;97.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;0.41;1;4;3;84;167;3341.0;2761.0;False;False;False;False;False;True;74.97272099999999
1.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42171477226082;-3.699870235823719;house;2;1.0;1.0;1.0;3.6375861597263857;;;;10.0;1;0;1;1125;20;50;80;171;15;85.0;9.0;8.0;9.0;9.0;9.0;8.0;flexible;0.83;0;1;2;38;182;3290.0;2793.0;True;False;False;False;False;True;20.4851115
46.0;malasaa;universidad;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42476735095602;-3.701485343262291;apartment;4;1.0;2.0;2.0;4.189654742026425;;2000.0;;25.0;3;0;1;1125;7;16;23;257;132;88.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;2.71;0;4;4;183;183;4213.0;2755.0;False;False;False;False;False;True;65.0321
2.0;lista;lista;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.43297152117289;-3.675298889230408;apartment;2;1.0;1.0;2.0;3.4011973816621555;182.0;650.0;100.0;40.0;1;15;2;1125;9;32;62;337;18;91.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;0.51;2;1;3;38;179;3809.0;2793.0;True;False;False;False;False;True;24.990907
2.0;fuente del berro;fuente del berro;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.42341907135363;-3.662897884118984;house;2;2.0;1.0;1.0;4.143134726391533;;;;;1;0;1;1125;29;59;89;179;0;;;;;;;;flexible;;1;3;2;72;72;;;True;False;False;False;False;True;20.4851115
1.0;goya;goya;salamanca;madrid;comunidad de madrid;28009;madrid;madrid spain;es;spain;40.42239538897504;-3.678079789322028;loft;4;2.0;2.0;2.0;5.225746673713202;;;500.0;60.0;3;0;3;1125;6;18;24;271;44;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.07;3;3;3;24;163;3389.0;2758.0;False;False;False;False;False;True;30.007669
1.0;palos do moguer;palos de moguer;arganzuela;madrid;community of madrid;28045;madrid;madrid spain;es;spain;40.40305558838106;-3.697017689480668;apartment;1;1.0;1.0;1.0;3.332204510175204;;;;;1;0;3;5;24;54;75;75;76;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;2;4;3;76;172;3890.0;2799.0;True;False;False;False;False;True;10.033524
2.0;downtown;downtown;;los angeles;ca;90013;los angeles;los angeles ca;us;united states;34.04852772493653;-118.2485623990472;loft;2;1.0;1.0;1.0;4.859812404361672;;;;65.0;1;50;30;1125;30;60;90;365;8;95.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;0.89;2;3;2;93;93;2997.0;2925.0;False;False;False;False;False;True;50.0282655
1.0;;recoletos;salamanca;madrid;comunidad de madrid;28001;madrid;madrid spain;es;spain;40.42748165248848;-3.6856934662465815;apartment;7;3.0;4.0;7.0;6.363028103540465;;;500.0;;1;0;2;1125;23;53;83;170;3;80.0;10.0;10.0;10.0;10.0;10.0;8.0;strict;0.48;1;4;2;47;26;2939.0;2849.0;False;False;False;False;False;True;124.954535
2.0;argelles;argelles;moncloa  aravaca;madrid;comunidad de madrid;28008;madrid;madrid spain;es;spain;40.43124856357711;-3.717466667081777;apartment;2;1.5;1.0;2.0;3.9318256327243257;;;;;1;0;1;1125;30;60;90;365;7;60.0;4.0;8.0;9.0;9.0;9.0;6.0;flexible;0.66;2;3;3;84;84;3071.0;2787.0;True;False;False;False;False;True;24.990907
2.0;;guindalera;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.43135864153754;-3.664138369781526;apartment;2;1.0;1.0;2.0;3.1780538303479458;;;;;1;0;1;1125;7;37;67;157;1;;;;;;;;flexible;0.48;0;0;0;28;28;2814.0;2779.0;True;False;False;False;False;True;24.990907
3.0;hortaleza;pinar del rey;hortaleza;madrid;comunidad de madrid;28043;madrid;madrid spain;es;spain;40.46982000841591;-3.638650716794969;apartment;2;1.0;1.0;1.0;3.58351893845611;200.0;800.0;500.0;20.0;2;5;1;1125;29;54;84;359;11;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.61;2;1;3;38;75;3292.0;2786.0;True;False;False;False;False;True;24.990907
14.0;;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.420374271663206;-3.6969984378968217;apartment;4;1.0;1.0;2.0;4.61512051684126;;;;22.0;1;0;2;1125;10;32;32;32;0;;;;;;;;flexible;;1;2;2;83;172;;;False;False;False;False;False;True;49.981814
2.0;palacio;palacio;centro;madrid;comunidad de madrid;28013;madrid;madrid spain;es;spain;40.41925358899142;-3.711903478279102;apartment;3;1.0;1.0;1.0;4.262679877041316;;;;20.0;2;10;3;1125;10;33;59;60;56;92.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;2.25;1;2;3;38;170;3499.0;2757.0;False;False;False;False;False;True;44.965052
4.0;aluche;puerta del angel;latina;madrid;community of madrid;28011;madrid;madrid spain;es;spain;40.41469280758998;-3.7274803046055234;apartment;10;1.5;4.0;4.0;4.110873864173311;450.0;1800.0;;20.0;3;10;1;1125;2;8;13;241;97;92.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;2.76;2;3;2;49;186;3806.0;2765.0;False;False;False;False;False;True;30.007669
7.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.420948227766;-3.701813863673805;apartment;4;1.0;1.0;2.0;4.143134726391533;419.0;1299.0;;19.0;2;8;1;1125;4;26;48;313;60;84.0;8.0;8.0;8.0;8.0;10.0;9.0;flexible;3.46;0;3;3;72;110;3271.0;2770.0;False;False;False;False;False;True;49.981814
2.0;cortes;cortes;centro;madrid;community of madrid;28014;madrid;madrid spain;es;spain;40.41343043348935;-3.695320177874879;apartment;2;1.0;0.0;1.0;3.4339872044851463;250.0;;;15.0;1;10;2;1125;3;9;17;245;148;87.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;4.24;1;2;3;43;169;3798.0;2769.0;False;False;False;False;True;False;30.007669
6.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.419756466475405;-3.6995211272859176;apartment;4;1.0;1.0;2.0;4.290459441148391;;;225.0;20.0;2;5;1;1125;4;10;20;98;13;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.94;1;5;3;81;165;2850.0;2761.0;False;False;False;False;False;True;49.981814
28.0;cortes;cortes;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41518982896961;-3.700558881355781;apartment;2;2.0;1.0;1.0;4.795790545596741;;;;100.0;1;0;5;60;0;0;2;92;2;100.0;10.0;10.0;10.0;10.0;9.0;8.0;strict;0.65;1;3;3;26;174;2844.0;2823.0;False;False;False;False;False;True;24.990907
1.0;;prosperidad;chamartn;madrid;comunidad de madrid;28002;madrid;madrid spain;es;spain;40.44628682750443;-3.661804730748929;apartment;3;1.0;2.0;2.0;4.330733340286331;;;;;1;0;3;1125;0;6;36;311;11;98.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.84;0;4;2;40;173;3143.0;3005.0;False;False;False;False;False;True;54.998576
2.0;cortes;cortes;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41489556858978;-3.702307168294831;apartment;2;1.0;1.0;1.0;3.5263605246161616;;;;;2;0;2;1125;7;22;37;311;106;85.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;5.55;0;0;2;36;121;3324.0;2754.0;True;False;False;False;False;True;24.990907
17.0;cortes;cortes;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.41428067142969;-3.702910171818443;apartment;3;1.0;1.0;3.0;5.303304908059076;;;;;1;0;1;330;29;59;89;364;0;;;;;;;;moderate;;1;2;3;35;146;;;False;False;False;False;False;True;44.965052
1.0;;palos de moguer;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.40467588793435;-3.694849427987222;apartment;4;1.0;1.0;2.0;3.9318256327243257;;;200.0;20.0;2;10;1;1125;3;21;44;319;0;;;;;;;;moderate;;0;4;2;63;63;;;False;False;False;False;False;True;49.981814
1.0;barajas;timn;barajas;madrid;comunidad de madrid;28042;madrid;madrid spain;es;spain;40.47071488452805;-3.585477169576933;apartment;1;1.0;1.0;1.0;2.995732273553991;120.0;360.0;;5.0;1;0;1;45;1;1;15;16;27;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.79;3;2;2;38;85;3203.0;2790.0;True;False;False;False;False;True;15.79351
1.0;recoletos;recoletos;salamanca;madrid;comunidad de madrid;28001;madrid;madrid spain;es;spain;40.42287586513573;-3.6841746257807126;apartment;2;1.0;1.0;2.0;4.51085950651685;;;;;2;20;2;1125;13;43;73;348;0;;;;;;;;moderate;;4;4;2;73;153;;;False;False;False;False;False;True;24.990907
207.0;el camp de larpa del clot;el camp de larpa del clot;sant mart;barcelona;catalunya;08026;barcelona;barcelona spain;es;spain;41.4073563430039;2.182981580546301;apartment;6;2.0;2.0;3.0;4.394449154672439;;;;;1;0;2;1125;0;0;2;2;1;80.0;10.0;10.0;10.0;10.0;8.0;8.0;strict;0.33;1;2;2;41;131;2842.0;2842.0;False;False;False;False;False;True;69.955959
2.0;rivierenbuurt;de pijp  rivierenbuurt;;amsterdam;north holland;1078;amsterdam;amsterdam netherlands;nl;netherlands;52.34231257943105;4.894194976598042;apartment;4;1.0;2.0;4.0;5.442417710521793;;2751.0;250.0;;2;0;30;92;0;0;19;294;26;89.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;0.38;1;2;4;0;164;4788.0;2788.0;False;False;False;False;False;True;65.0321
2.0;;gaztambide;chamber;madrid;comunidad de madrid;28015;madrid;madrid spain;es;spain;40.43268732735618;-3.713314335782288;apartment;4;1.0;1.0;2.0;4.330733340286331;;;300.0;30.0;2;15;2;1125;9;22;43;318;19;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.99;3;4;4;74;154;3038.0;2758.0;False;False;False;False;False;True;49.981814
1.0;palacio;palacio;centro;madrid;comunidad de madrid;28013;madrid;madrid spain;es;spain;40.42011456280282;-3.7110532119706607;condominium;5;3.0;2.0;2.0;5.525452939131784;;;;;1;0;2;15;0;0;0;0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.25;1;4;2;81;178;2989.0;2851.0;False;False;False;False;False;True;30.007669
1.0;malasaa;universidad;centro;madrid;community of madrid;28015;madrid;madrid spain;es;spain;40.42518086465198;-3.710373715788152;apartment;1;1.0;1.0;1.0;3.367295829986474;190.0;550.0;;;1;10;3;1125;0;0;0;218;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.04;0;4;2;43;183;3482.0;3482.0;True;False;False;False;False;True;15.79351
1.0;;prosperidad;chamartn;madrid;comunidad de madrid;28002;madrid;madrid spain;es;spain;40.44294756828954;-3.6740335071151766;loft;2;1.0;1.0;1.0;4.189654742026425;;;;;1;0;3;1125;6;12;38;38;15;83.0;9.0;9.0;10.0;10.0;8.0;8.0;moderate;1.22;0;2;0;37;65;3120.0;2898.0;False;False;False;False;False;True;50.0282655
1.0;;alameda de osuna;barajas;madrid;comunidad de madrid;28042;madrid;madrid spain;es;spain;40.45691357215903;-3.58590012132712;apartment;2;1.0;1.0;1.0;3.828641396489095;;;;5.0;1;25;1;1125;29;59;89;179;1;80.0;8.0;8.0;10.0;10.0;10.0;10.0;moderate;0.61;1;3;2;10;38;2800.0;2800.0;True;False;False;False;False;True;24.990907
1.0;acacias;acacias;arganzuela;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.40232693927868;-3.7057384195444167;apartment;2;1.0;1.0;1.0;4.189654742026425;;;;10.0;1;0;2;1125;0;0;8;209;45;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.73;2;2;3;21;173;3113.0;2760.0;False;False;False;False;False;True;24.990907
1.0;east village;east village;manhattan;new york;ny;10003;new york;new york ny;us;united states;40.72853613505404;-73.98834296833317;apartment;2;1.0;1.0;1.0;4.564348191467836;;;;;1;0;1;5;4;4;23;23;2;100.0;9.0;9.0;10.0;10.0;10.0;8.0;flexible;0.73;0;3;2;92;170;2807.0;2745.0;True;False;False;False;False;True;24.990907
26.0;arapiles;arapiles;chamber;madrid;community of madrid;28015;madrid;madrid spain;es;spain;40.43091544265172;-3.708584864923238;apartment;2;1.0;0.0;1.0;3.9318256327243257;;;;;1;0;2;30;6;26;49;313;6;72.0;8.0;8.0;9.0;9.0;9.0;8.0;moderate;0.16;2;2;3;35;169;3905.0;2862.0;False;False;False;False;False;True;30.007669
8.0;;justicia;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.421789505395886;-3.6986509606766895;apartment;2;1.0;0.0;1.0;3.828641396489095;;;;20.0;1;0;2;1125;0;11;11;77;113;89.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;3.6;0;1;3;38;38;3693.0;2774.0;False;False;False;False;False;True;30.007669
3.0;adelfas;adelfas;retiro;madrid;comunidad de madrid;28007;madrid;madrid spain;es;spain;40.39990293009706;-3.671308774991607;apartment;2;2.0;1.0;2.0;3.9318256327243257;330.0;;;15.0;1;0;1;1125;30;60;90;365;3;100.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;0.1;1;1;3;38;164;3675.0;3420.0;True;False;False;False;False;True;24.990907
1.0;;nio jess;retiro;madrid;comunidad de madrid;;madrid;madrid spain;es;spain;40.40864783932089;-3.673056101318753;apartment;1;1.0;1.0;1.0;3.258096538021482;;;;10.0;1;0;2;3;0;0;17;17;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.73;1;4;2;49;85;2792.0;2772.0;True;False;False;False;False;True;15.79351
1.0;la latina;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.40744654218407;-3.711946269009677;apartment;6;2.0;2.0;4.0;4.736198448394496;657.0;2814.0;;75.0;4;19;3;90;3;6;10;233;36;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.96;2;2;4;39;175;3303.0;2757.0;False;False;False;False;False;True;69.955959
1.0;;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42155081810113;-3.7019132444242766;apartment;3;1.0;1.0;2.0;4.382026634673881;;;200.0;25.0;1;0;2;1125;6;14;26;294;69;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.51;1;3;3;47;167;3210.0;2756.0;False;False;False;False;False;True;44.965052
1.0;viclvaro;casco histrico de viclvaro;viclvaro;madrid;comunidad de madrid;28052;madrid;madrid spain;es;spain;40.39586126793949;-3.585369559043487;apartment;6;2.0;2.0;3.0;5.241747015059643;;;;;1;0;7;60;28;58;88;363;0;;;;;;;;flexible;;0;0;0;35;35;;;False;False;False;False;False;True;69.955959
2.0;;palomeras bajas;puente de vallecas;madrid;comunidad de madrid;28038;madrid;madrid spain;es;spain;40.39086823351082;-3.654041859576664;house;6;2.0;3.0;5.0;4.189654742026425;;;150.0;45.0;1;0;3;1125;8;22;45;208;9;80.0;10.0;9.0;9.0;8.0;8.0;8.0;strict;0.97;1;4;0;42;124;3030.0;2975.0;False;False;False;False;False;True;30.007669
5.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42620186959369;-3.7060263345855216;apartment;2;1.0;1.0;2.0;2.8903717578961645;;445.0;;8.0;1;8;1;1125;0;0;5;280;28;79.0;8.0;8.0;10.0;9.0;10.0;8.0;strict;1.12;0;0;2;42;176;3503.0;2960.0;True;False;False;False;False;True;24.990907
1.0;carabanchel;opael;carabanchel;madrid;comunidad de madrid;28019;madrid;madrid spain;es;spain;40.390960867731536;-3.7227990607685073;apartment;1;1.0;1.0;1.0;2.8903717578961645;115.0;325.0;125.0;15.0;1;0;15;1125;30;60;90;365;0;;;;;;;;moderate;;0;3;3;2;38;;;True;False;False;False;False;True;15.79351
1.0;;valdezarza;moncloa  aravaca;madrid;comunidad de madrid;28039;madrid;madrid spain;es;spain;40.46987197508796;-3.719936152236576;apartment;1;1.0;1.0;1.0;3.091042453358316;150.0;450.0;;;1;0;1;1125;6;36;66;341;11;85.0;9.0;10.0;9.0;10.0;9.0;8.0;flexible;0.64;1;2;2;16;16;3268.0;2871.0;True;False;False;False;False;True;15.79351
4.0;recoletos;recoletos;salamanca;madrid;comunidad de madrid;28001;madrid;madrid spain;es;spain;40.42820490549482;-3.686708521685007;apartment;2;1.0;0.0;2.0;3.912023005428146;458.0;1600.0;100.0;25.0;1;0;1;10000;14;24;48;321;28;91.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;0.62;2;2;3;32;165;4115.0;2795.0;False;False;False;False;False;True;30.007669
1.0;;cuatro caminos;tetun;madrid;comunidad de madrid;28020;madrid;madrid spain;es;spain;40.44993075620245;-3.703016775399744;house;1;1.0;1.0;1.0;3.4339872044851463;;;;10.0;1;10;2;1125;6;36;66;67;7;100.0;9.0;10.0;10.0;10.0;9.0;10.0;strict;0.65;3;4;3;43;173;3075.0;2845.0;True;False;False;False;False;True;13.00642
1.0;la latina;embajadores;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41094426452598;-3.708143504405759;apartment;2;1.0;0.0;1.0;4.110873864173311;450.0;1670.0;100.0;20.0;1;0;3;1125;8;16;33;300;108;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.07;1;3;3;34;173;3390.0;2758.0;False;False;False;False;False;True;30.007669
4.0;hortaleza;canillas;hortaleza;madrid;comunidad de madrid;28043;madrid;madrid spain;es;spain;40.46347134900273;-3.6492692120431496;apartment;3;2.0;1.0;3.0;3.218875824868201;;;;;1;25;1;1125;2;32;62;337;13;97.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;1.21;1;3;4;47;134;3073.0;2800.0;True;False;False;False;False;True;44.965052
1.0;delicias;delicias;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.39574643251355;-3.694169259134343;apartment;8;2.0;4.0;5.0;4.795790545596741;;;200.0;;6;10;5;90;3;9;32;300;0;;;;;;;;strict;;2;3;3;89;169;;;False;False;False;False;False;True;200.020159
3.0;;almenara;tetun;madrid;comunidad de madrid;28029;madrid;madrid spain;es;spain;40.470561591599854;-3.698915001954592;apartment;4;1.0;1.0;2.0;4.330733340286331;;;150.0;60.0;1;0;1;1125;19;49;79;354;0;;;;;;;;moderate;;3;2;2;50;164;;;False;False;False;False;False;True;49.981814
1.0;;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41152476382037;-3.7082926392316335;apartment;2;1.0;1.0;1.0;3.4011973816621555;;;;;1;11;2;1125;0;0;4;279;0;;;;;;;;flexible;;0;0;1;55;137;;;True;False;False;False;False;True;24.990907
1.0;el viso;el viso;chamartn;madrid;comunidad de madrid;28036;madrid;madrid spain;es;spain;40.45078084808976;-3.6878836558022057;house;2;2.0;1.0;1.0;4.262679877041316;;;;;1;0;2;1125;0;6;36;311;16;96.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;1.09;2;3;4;41;171;3192.0;3061.0;True;False;False;False;False;True;20.4851115
1.0;;cortes;centro;madrid;comunidad de madrid;28014;madrid;madrid spain;es;spain;40.415146172085855;-3.697710802871173;apartment;4;1.0;1.0;2.0;4.290459441148391;;;225.0;30.0;2;9;3;1125;2;7;8;238;37;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.3;0;3;4;49;176;3009.0;2770.0;False;False;False;False;False;True;49.981814
2.0;sol;sol;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41476591500084;-3.706357608247667;apartment;2;2.0;1.0;1.0;4.330733340286331;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;3;2;3;36;36;;;True;False;False;False;False;True;24.990907
1.0;palos do moguer;palos de moguer;arganzuela;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40493446588195;-3.700678350243728;apartment;2;1.0;1.0;1.0;3.1780538303479458;;;;5.0;1;15;1;5;24;54;84;359;18;93.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.96;1;3;3;11;172;3312.0;2793.0;True;False;False;False;True;False;24.990907
1.0;berruguete;berruguete;tetun;madrid;comunidad de madrid;28039;madrid;madrid spain;es;spain;40.45915334775658;-3.701676314316266;apartment;3;1.0;1.0;2.0;3.58351893845611;220.0;800.0;200.0;40.0;2;20;4;23;0;0;0;0;0;;;;;;;;strict;;1;2;4;43;182;;;False;False;False;False;False;True;44.965052
2.0;;cortes;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41494189530066;-3.699917537204573;apartment;2;1.0;1.0;1.0;3.58351893845611;;;;;1;10;2;1125;4;14;29;301;36;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.09;1;5;2;59;143;2963.0;2758.0;True;False;False;False;False;True;24.990907
164.0;recoletos;recoletos;salamanca;madrid;comunidad de madrid;28001;madrid;madrid spain;es;spain;40.42712513096227;-3.686376270020783;apartment;2;1.0;0.0;1.0;4.61512051684126;;;200.0;30.0;1;0;2;1125;23;32;62;337;1;100.0;10.0;10.0;8.0;10.0;10.0;10.0;strict;1.0;2;3;3;71;172;2780.0;2780.0;False;False;False;False;False;True;30.007669
1.0;malasaa;universidad;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42286925398522;-3.702708931887531;apartment;4;1.0;1.0;3.0;4.709530201312334;;;150.0;30.0;2;50;2;30;26;56;82;357;19;89.0;9.0;8.0;10.0;10.0;10.0;8.0;strict;0.63;2;3;3;36;36;3662.0;2800.0;False;False;False;False;False;True;49.981814
1.0;aluche;aluche;latina;madrid;comunidad de madrid;28024;madrid;madrid spain;es;spain;40.39314989528486;-3.761456603560247;other;2;1.0;1.0;3.0;3.58351893845611;;;;;1;0;1;1125;30;60;90;365;1;60.0;8.0;10.0;4.0;6.0;10.0;6.0;flexible;0.05;4;1;1;37;153;3311.0;3311.0;True;False;False;False;False;True;7.989658
1.0;;universidad;centro;madrid;comunidad de madrid;28015;madrid;madrid spain;es;spain;40.42839602732595;-3.706956344458189;apartment;5;1.0;1.0;3.0;3.1354942159291497;;;;;1;8;1;10;0;4;5;247;27;90.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;4.38;0;1;2;62;169;2936.0;2770.0;True;False;False;False;False;True;49.981814
16.0;portobello;dublin city;;dublin;dublin;;dublin;dublin ireland;ie;ireland;53.33113282100257;-6.273896846818285;apartment;3;1.0;1.0;2.0;4.564348191467836;;;;20.0;2;15;2;28;8;17;27;293;74;91.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;6.67;0;2;2;57;176;3133.0;2805.0;False;False;False;False;False;True;44.965052
1.0;;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41061776290182;-3.709895202982019;apartment;3;1.0;2.0;2.0;4.02535169073515;;;100.0;15.0;2;0;2;1125;1;1;1;39;27;89.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;1.93;0;3;3;45;53;3170.0;2757.0;False;False;False;False;False;True;54.998576
2.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41336151342312;-3.70258731256265;apartment;2;1.0;1.0;1.0;4.0943445622221;;;;29.0;1;0;1;180;6;15;27;171;20;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;6.0;1;4;3;85;85;2851.0;2758.0;False;False;False;False;False;True;24.990907
1.0;argelles;casa de campo;moncloa  aravaca;madrid;comunidad de madrid;28008;madrid;madrid spain;es;spain;40.42834380376196;-3.7342254390462246;bed  breakfast;2;1.0;1.0;1.0;3.8918202981106265;;;150.0;25.0;1;0;2;1125;22;52;82;357;9;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.84;0;6;3;79;79;3073.0;2774.0;True;False;False;False;False;True;23.504459
1.0;ciudad lineal;san juan bautista;ciudad lineal;madrid;comunidad de madrid;28043;madrid;madrid spain;es;spain;40.45243112741027;-3.658492257668414;apartment;2;1.0;1.0;2.0;3.713572066704308;250.0;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;1;1;3;44;58;;;True;False;False;False;False;True;24.990907
1.0;;centrumwest;;amsterdam;noordholland;1012;amsterdam;amsterdam netherlands;nl;netherlands;52.373632553249145;4.893133565176174;apartment;2;1.0;1.0;1.0;4.564348191467836;;;;10.0;1;0;1;1125;0;0;2;2;16;90.0;10.0;9.0;10.0;10.0;10.0;8.0;strict;1.86;0;2;2;39;39;3015.0;2765.0;True;False;False;False;False;True;24.990907
1.0;magnolia;lawton park;magnolia;seattle;wa;98199;seattle;seattle wa;us;united states;47.65221578947863;-122.38548096041151;house;2;1.0;1.0;1.0;4.174387269895637;495.0;1600.0;;;1;15;2;21;30;60;90;365;57;97.0;9.0;10.0;10.0;10.0;9.0;10.0;moderate;1.25;0;2;4;38;164;4576.0;3298.0;True;False;False;False;False;True;20.4851115
