host_total_listings_count;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;property_type;accommodates;bathrooms;bedrooms;beds;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;availability_30;availability_60;availability_90;availability_365;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;cancellation_policy;reviews_per_month;high_value_amenities;standard_value_amenities;basic_amenities;summary_length;description_length;days_since_first_review;days_since_last_review;room_type_private_room;room_type_shared_room;bed_type_couch;bed_type_futon;bed_type_pullout_sofa;bed_type_real_bed;square_meters
2.0;jernimos;jernimos;retiro;madrid;comunidad de madrid;28014;madrid;madrid spain;es;spain;40.40773187928116;-3.6848186973255808;apartment;4;1.0;1.0;2.0;4.110873864173311;550.0;1250.0;;25.0;1;0;2;1125;9;32;52;117;12;95.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;0.5;2;2;3;34;168;3465.0;2791.0;False;False;False;False;False;True;49.981814
1.0;;sol;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41580224221418;-3.705340377650709;apartment;4;1.0;1.0;2.0;3.9318256327243257;;;;15.0;1;0;1;1125;15;39;64;208;20;91.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;2.43;1;3;2;80;167;2998.0;2771.0;False;False;False;False;False;True;49.981814
16.0;carabanchel;vista alegre;carabanchel;madrid;comunidad de madrid;28025;madrid;madrid spain;es;spain;40.3890481625822;-3.740373925565714;apartment;1;1.5;1.0;8.0;2.3978952727983707;;;;5.0;1;0;3;30;14;44;74;140;0;;;;;;;;moderate;;5;3;3;39;93;;;False;True;False;False;False;True;15.79351
114.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.412814092917046;-3.703052476384028;apartment;2;3.0;1.0;1.0;3.4339872044851463;;;;;1;0;10;1125;0;6;36;311;0;;;;;;;;strict;;0;1;2;44;44;;;True;False;False;False;False;True;24.990907
2.0;gaztambide;gaztambide;chamber;madrid;28;28015;madrid;madrid spain;es;spain;40.43863119836153;-3.713716132786873;apartment;2;1.0;1.0;1.0;3.49650756146648;;;;;1;10;1;1125;7;34;62;337;97;92.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.08;2;2;4;0;178;4153.0;2791.0;True;False;False;False;False;True;24.990907
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41187988660166;-3.702480653530989;apartment;1;1.0;1.0;1.0;3.58351893845611;;;;;1;0;2;60;21;51;81;356;43;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.4;1;1;3;45;176;3674.0;2884.0;True;False;False;False;False;True;15.79351
1.0;;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41508709483592;-3.71099435105229;apartment;4;1.0;1.0;2.0;4.394449154672439;;;300.0;18.0;2;21;1;3;15;45;75;75;24;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.61;1;3;4;37;37;3198.0;2808.0;False;False;False;False;False;True;49.981814
114.0;sol;sol;centro;madrid;comunidad de madrid;28013;madrid;madrid spain;es;spain;40.41826553823127;-3.705616883018374;apartment;2;3.0;1.0;1.0;3.258096538021482;;;;14.0;1;5;10;1125;0;0;18;74;0;;;;;;;;strict;;1;1;3;52;175;;;True;False;False;False;False;True;24.990907
68.0;;calvi;;illetes;illes balears;07181;mallorca island;illetes spain;es;spain;39.53987109473469;2.592716238882455;apartment;4;1.0;1.0;2.0;4.248495242049359;;;150.0;45.0;3;10;4;36;21;51;81;339;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.61;4;3;3;65;164;2824.0;2824.0;False;False;False;False;False;True;49.981814
28.0;goya;goya;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.42641029723731;-3.673277812578589;apartment;4;2.0;2.0;3.0;5.068904202220232;;3500.0;;160.0;2;20;7;180;16;26;52;52;3;100.0;10.0;9.0;9.0;10.0;10.0;9.0;strict;0.12;3;3;3;27;166;3483.0;2781.0;False;False;False;False;False;True;65.0321
4.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40868290996392;-3.70015959501185;apartment;2;1.0;1.0;1.0;3.4011973816621555;;;;;1;10;2;1125;14;34;64;65;37;91.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;4.57;0;1;2;68;107;2994.0;2758.0;True;False;False;False;False;True;24.990907
8.0;fuente del berro;fuente del berro;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.42688019205252;-3.6678271848187554;apartment;2;2.0;1.0;2.0;4.454347296253507;;;100.0;;1;0;2;1125;0;0;6;281;0;;;;;;;;flexible;;1;4;2;84;166;;;False;False;False;False;False;True;24.990907
2.0;;ibiza;retiro;madrid;comunidad de madrid;28009;madrid;madrid spain;es;spain;40.41723130769837;-3.6782023721619166;apartment;2;1.0;1.0;1.0;3.970291913552122;;;300.0;;1;0;1;1125;20;50;80;355;13;92.0;9.0;10.0;10.0;9.0;10.0;9.0;strict;1.65;1;3;2;44;115;2988.0;2793.0;False;False;False;False;False;True;24.990907
2.0;la latina;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41009315660919;-3.706216182145381;apartment;4;1.0;1.0;1.0;4.02535169073515;;;;20.0;1;0;2;1125;2;27;54;329;27;84.0;9.0;8.0;9.0;9.0;10.0;8.0;moderate;2.2;0;2;2;38;38;3120.0;2772.0;False;False;False;False;True;False;49.981814
4.0;argelles;casa de campo;moncloa  aravaca;madrid;madrid;28008;madrid;madrid spain;es;spain;40.42934455374912;-3.7222856365139023;apartment;2;2.0;1.0;1.0;3.688879454113936;230.0;700.0;;10.0;1;13;2;365;4;4;4;86;87;96.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;1.47;2;3;3;41;168;4529.0;2956.0;True;False;False;False;False;True;24.990907
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40842743912922;-3.6986001332406646;apartment;4;1.0;1.0;2.0;4.189654742026425;;;130.0;25.0;2;10;2;40;7;24;24;242;37;90.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;2.28;1;3;3;36;153;3237.0;2765.0;False;False;False;False;False;True;49.981814
2.0;ibiza;ibiza;retiro;madrid;comunidad de madrid;28009;madrid;madrid spain;es;spain;40.420055264644446;-3.6763648418942254;apartment;3;1.0;1.0;3.0;3.9318256327243257;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;1;0;2;22;22;;;True;False;False;False;False;True;44.965052
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41065872687312;-3.700538010880116;apartment;4;1.0;0.0;3.0;3.9318256327243257;;;500.0;49.0;2;10;3;30;1;1;1;189;7;86.0;8.0;8.0;10.0;10.0;10.0;9.0;strict;0.63;1;2;2;54;54;3085.0;2763.0;False;False;False;False;False;True;40.041193
5.0;la latina;palacio;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41172628295956;-3.7126621848665033;loft;4;2.0;2.0;3.0;5.081404364984463;;;;;1;0;2;1125;9;29;51;326;40;93.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;2.57;1;3;3;45;87;3218.0;2778.0;False;False;False;False;False;True;30.007669
6.0;embajadores;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.40883353317772;-3.698195983267288;apartment;2;1.0;0.0;2.0;3.4011973816621555;220.0;;150.0;30.0;1;0;2;1125;0;4;7;60;108;85.0;8.0;9.0;9.0;9.0;9.0;9.0;moderate;3.43;0;2;4;41;165;3696.0;2759.0;False;False;False;False;False;True;30.007669
4.0;;almendrales;usera;madrid;comunidad de madrid;28026;madrid;madrid spain;es;spain;40.38248155924009;-3.705037851080984;house;2;;1.0;;3.58351893845611;;;;;1;0;1;1125;30;60;90;365;7;77.0;8.0;8.0;9.0;10.0;8.0;9.0;flexible;0.4;0;0;0;25;25;3277.0;2793.0;True;False;False;False;False;True;20.4851115
2.0;;moscard;usera;madrid;community of madrid;28026;madrid;madrid spain;es;spain;40.38878996583774;-3.701794816445727;apartment;2;1.0;1.0;1.0;2.70805020110221;90.0;300.0;;14.0;1;10;2;1125;4;34;63;264;9;98.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.74;0;0;2;37;155;3114.0;2760.0;True;False;False;False;False;True;24.990907
10.0;malasaa;universidad;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.4204809251387;-3.702424191357948;apartment;3;1.0;1.0;;4.262679877041316;535.0;1150.0;;;1;0;1;365;10;29;53;328;9;84.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;0.21;1;2;3;0;170;4038.0;2852.0;False;False;False;False;False;True;44.965052
4.0;etterbeek;etterbeek;;etterbeek;bruxelles;1040;brussels;etterbeek belgium;be;belgium;50.839477549179605;4.400289195842198;bed  breakfast;1;0.5;1.0;1.0;3.258096538021482;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;0;2;0;33;33;;;True;False;False;False;True;False;10.033524
1.0;lista;lista;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.43347403153357;-3.6747938484071567;apartment;1;1.0;1.0;1.0;3.258096538021482;;;;;1;0;1;1125;0;0;0;90;15;89.0;10.0;9.0;10.0;9.0;9.0;9.0;flexible;0.63;2;1;3;38;169;3470.0;2825.0;True;False;False;False;False;True;15.79351
40.0;vallehermosa;vallehermoso;chamber;madrid;comunidad de madrid;28003;madrid;madrid spain;es;spain;40.44293482356797;-3.715245728313216;apartment;4;1.0;2.0;3.0;4.875197323201151;;;300.0;90.0;1;0;3;1125;18;48;78;353;4;85.0;10.0;10.0;9.0;9.0;8.0;9.0;strict;0.42;3;3;3;48;91;3035.0;2791.0;False;False;False;False;False;True;65.0321
1.0;;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40906756002544;-3.6958192205684095;apartment;2;1.0;1.0;1.0;4.110873864173311;;;;20.0;1;0;2;1125;25;55;85;176;1;20.0;2.0;2.0;2.0;6.0;;2.0;moderate;0.31;1;3;2;43;73;2848.0;2848.0;False;False;False;False;False;True;24.990907
1.0;;prosperidad;chamartn;madrid;comunidad de madrid;28002;madrid;madrid spain;es;spain;40.44721717368613;-3.664344201784124;apartment;1;1.0;1.0;1.0;3.258096538021482;250.0;700.0;300.0;5.0;1;10;1;10;30;60;90;365;3;80.0;10.0;7.0;9.0;10.0;9.0;9.0;flexible;0.22;0;4;3;48;48;3157.0;3064.0;True;False;False;False;False;True;15.79351
6.0;ciudad lineal;costillares;ciudad lineal;madrid;comunidad de madrid;28033;madrid;madrid spain;es;spain;40.48412222767048;-3.669493359935169;apartment;2;1.0;1.0;4.0;3.295836866004329;;;;;1;14;2;31;30;60;90;365;2;20.0;2.0;2.0;8.0;4.0;6.0;2.0;flexible;0.18;5;4;4;36;36;3091.0;3064.0;False;True;False;False;False;True;24.990907
10.0;sol;sol;centro;madrid;comunidad de madrid;28013;madrid;madrid spain;es;spain;40.41738149610647;-3.700693461890413;apartment;4;1.0;0.0;1.0;3.828641396489095;;;90.0;25.0;1;0;2;2;17;45;72;216;16;84.0;9.0;9.0;9.0;8.0;10.0;9.0;strict;2.0;0;2;2;19;114;2991.0;2773.0;False;False;False;False;False;True;40.041193
2.0;;palma de mallorca;;palma;illes balears;07011;mallorca island;palma spain;es;spain;39.57574251904581;2.6441475869361057;apartment;1;1.0;1.0;1.0;3.4339872044851463;;;;10.0;1;0;1;1125;27;57;87;362;0;;;;;;;;flexible;;1;6;3;29;102;;;True;False;False;False;False;True;15.79351
1.0;;ventas;ciudad lineal;madrid;comunidad de madrid;28017;madrid;madrid spain;es;spain;40.42528496148459;-3.6569614712006335;apartment;2;2.0;1.0;2.0;3.4339872044851463;;;;;1;0;1;1125;0;0;0;245;11;96.0;9.0;10.0;10.0;10.0;9.0;10.0;flexible;0.98;1;1;2;39;119;3087.0;2972.0;True;False;False;False;False;True;24.990907
2.0;;cortes;centro;madrid;community of madrid;28014;madrid;madrid spain;es;spain;40.41313734914967;-3.695632663187349;apartment;3;1.0;1.0;2.0;3.58351893845611;324.0;1056.0;;10.0;1;15;2;1125;7;29;48;132;142;93.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;3.28;0;3;2;32;157;4051.0;2758.0;True;False;False;False;False;True;44.965052
2.0;;palos de moguer;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.40186709654945;-3.694100153220592;apartment;2;1.0;1.0;1.0;3.784189633918261;;;;;1;0;1;1125;0;6;12;92;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;1.0;0;3;2;76;158;2757.0;2757.0;False;False;False;False;False;True;24.990907
3.0;;universidad;centro;madrid;comunidad de madrid;28015;madrid;madrid spain;es;spain;40.42437899407295;-3.710623278854762;dorm;1;1.0;1.0;1.0;3.9318256327243257;;;;;1;0;1;1125;0;0;0;153;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;0.18;0;2;3;44;157;3241.0;3158.0;True;False;False;False;False;True;81.011416
1.0;malasaa;universidad;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42145695374864;-3.704386192677408;apartment;6;1.0;2.0;3.0;4.51085950651685;650.0;1700.0;100.0;35.0;3;10;3;30;13;29;51;321;59;89.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;1.59;1;2;3;29;158;3862.0;2771.0;False;False;False;False;False;True;69.955959
2.0;;cortes;centro;madrid;comunidad de madrid;28014;madrid;madrid spain;es;spain;40.410927733554594;-3.694764512687713;apartment;2;1.0;1.0;1.0;4.248495242049359;;;;15.0;1;0;2;1125;6;11;38;313;12;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.33;0;3;2;44;77;2859.0;2757.0;False;False;False;False;False;True;24.990907
3.0;palacio;palacio;centro;madrid;community of madrid;28013;madrid;madrid spain;es;spain;40.42082744524122;-3.7092578274268058;apartment;4;1.0;1.0;2.0;4.290459441148391;520.0;1550.0;100.0;45.0;2;15;4;500;8;20;36;311;49;89.0;9.0;10.0;9.0;9.0;9.0;9.0;strict;1.04;2;4;3;26;169;4162.0;2763.0;False;False;False;False;False;True;49.981814
30.0;palacio;argelles;moncloa  aravaca;madrid;comunidad de madrid;28008;madrid;madrid spain;es;spain;40.42509320632936;-3.712771080442145;apartment;10;1.0;1.0;10.0;2.4849066497880004;;;;;1;15;1;1125;25;55;85;175;3;67.0;6.0;7.0;9.0;10.0;9.0;6.0;strict;1.18;0;1;2;89;176;2827.0;2793.0;False;True;False;False;False;True;30.007669
32.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42350767479832;-3.70200471778408;apartment;9;4.0;6.0;9.0;3.258096538021482;150.0;500.0;90.0;22.0;1;22;4;300;21;51;81;356;3;100.0;9.0;9.0;10.0;10.0;10.0;10.0;strict;0.13;3;3;3;5;6;3452.0;3066.0;True;False;False;False;False;True;30.007669
57.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42519771881617;-3.693819695344762;apartment;2;1.0;0.0;1.0;3.912023005428146;;;100.0;30.0;1;10;1;28;16;46;71;162;37;88.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;2.65;1;2;3;41;144;3170.0;2768.0;False;False;False;False;False;True;30.007669
1.0;;goya;salamanca;madrid;comunidad de madrid;28006;madrid;madrid spain;es;spain;40.427704352463486;-3.673472388372002;apartment;1;1.0;1.0;1.0;3.258096538021482;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;1;3;0;19;19;;;True;False;False;False;False;True;15.79351
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41118576012587;-3.696942164999159;house;2;1.0;1.0;1.0;4.02535169073515;;;250.0;10.0;1;0;2;1125;9;24;52;327;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.36;2;3;3;80;180;2905.0;2759.0;True;False;False;False;False;True;20.4851115
1.0;;fuente del berro;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.42653924202765;-3.667912369138866;apartment;2;1.0;1.0;1.0;3.6635616461296463;235.0;850.0;100.0;16.0;1;7;1;1125;9;19;30;301;35;93.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.4;1;3;2;45;177;3060.0;2758.0;False;False;False;False;False;True;24.990907
10.0;sol;sol;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.416924917769336;-3.7012213134713634;apartment;7;2.0;2.0;5.0;5.017279836814924;;3000.0;;25.0;5;25;2;1125;7;17;32;305;40;83.0;9.0;9.0;8.0;9.0;9.0;8.0;flexible;1.41;1;2;2;31;165;3603.0;2800.0;False;False;False;False;False;True;30.007669
6.0;cuatro caminos;cuatro caminos;tetun;madrid;comunidad de madrid;28020;madrid;madrid spain;es;spain;40.45291716263587;-3.702520696955318;apartment;3;1.0;1.0;2.0;3.828641396489095;;;300.0;25.0;2;15;2;1125;2;26;56;328;7;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.92;1;4;2;89;177;2823.0;2786.0;False;False;False;False;False;True;44.965052
74.0;;art;;betlem;illes balears;07579;mallorca island;betlem spain;es;spain;39.752784933677376;3.321525447029888;chalet;8;2.0;4.0;5.0;5.241747015059643;;;;;1;0;7;1125;6;36;56;153;0;;;;;;;;strict;;2;3;2;87;87;;;False;False;False;False;False;True;30.007669
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40784461446077;-3.70286445868477;apartment;2;1.0;0.0;1.0;3.58351893845611;;;150.0;20.0;2;0;2;1125;1;1;7;52;7;89.0;9.0;9.0;10.0;10.0;9.0;8.0;strict;0.72;0;1;4;43;112;3043.0;2771.0;False;False;False;False;False;True;30.007669
1.0;castillejos;castillejos;tetun;madrid;comunidad de madrid;28046;madrid;madrid spain;es;spain;40.457678749334974;-3.692384535534189;house;2;1.0;1.0;2.0;3.58351893845611;;;;9.0;1;0;2;1125;9;33;63;215;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.25;1;2;2;74;74;2847.0;2830.0;True;False;False;False;False;True;20.4851115
5.0;;castellana;salamanca;madrid;community of madrid;;madrid;madrid spain;es;spain;40.43605575562019;-3.6842438204335246;apartment;4;1.0;1.0;1.0;4.51085950651685;;;200.0;49.0;2;24;3;1125;7;34;60;291;2;100.0;9.0;7.0;10.0;10.0;10.0;10.0;strict;0.95;0;2;2;84;170;2814.0;2760.0;False;False;False;False;False;True;49.981814
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40987785730336;-3.7006031910557287;apartment;2;1.0;1.0;2.0;3.7612001156935615;;;;10.0;3;15;3;1125;0;0;0;97;12;92.0;9.0;10.0;10.0;10.0;9.0;9.0;moderate;1.66;0;3;2;69;162;2968.0;2772.0;False;False;False;False;False;True;24.990907
1.0;embajadores;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.41408600398531;-3.703343779605439;apartment;5;2.0;2.0;3.0;5.017279836814924;;;;30.0;3;50;3;10;2;16;20;100;31;94.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;0.92;1;2;3;31;162;3760.0;2764.0;False;False;False;False;False;True;74.97272099999999
10.0;ibiza;ibiza;retiro;madrid;madrid;28009;madrid;madrid spain;es;spain;40.41839417930371;-3.675512061283086;apartment;5;1.0;1.0;3.0;4.51085950651685;650.0;1650.0;200.0;;4;10;2;1125;0;12;38;310;3;87.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;0.11;2;2;3;31;83;3577.0;3150.0;False;False;False;False;False;True;49.981814
1.0;passy;passy;;paris;ledefrance;75016;paris;paris france;fr;france;48.85725878099219;2.27407278236097;apartment;2;1.0;0.0;1.0;4.204692619390966;;;500.0;25.0;1;0;1;15;18;43;65;66;2;80.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.07;1;2;3;85;150;2809.0;2781.0;False;False;False;False;True;False;30.007669
2.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.425032345075984;-3.702201374373187;apartment;6;2.0;2.0;3.0;4.77912349311153;;;250.0;40.0;4;17;2;1125;14;33;44;307;24;86.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;2.2;0;3;3;38;176;3079.0;2765.0;False;False;False;False;False;True;69.955959
2.0;malasaa;universidad;centro;madrid;madrid;28004;madrid;madrid spain;es;spain;40.42199619694109;-3.7035613841614494;apartment;2;1.0;1.0;1.0;3.713572066704308;;;;;1;15;2;15;7;30;56;319;20;97.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;0.7;1;3;3;34;99;3605.0;2792.0;True;False;False;False;False;True;24.990907
1.0;almagro;almagro;chamber;madrid;comunidad de madrid;28010;madrid;madrid spain;es;spain;40.4297901610717;-3.6956656966646433;apartment;2;1.0;1.0;1.0;3.713572066704308;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;0;2;2;39;39;;;True;False;False;False;False;True;24.990907
2.0;guindalera;guindalera;salamanca;madrid;comunidad de madrid;28028;madrid;madrid spain;es;spain;40.43489199837924;-3.669845595005228;apartment;1;1.5;1.0;1.0;3.044522437723423;;;90.0;20.0;1;0;5;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.09;1;2;2;37;190;3074.0;3074.0;True;False;False;False;False;True;15.79351
1.0;embajadores;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.41013169958116;-3.702233408033628;apartment;6;1.0;2.0;4.0;4.564348191467836;600.0;;150.0;;4;10;3;1125;1;10;15;234;181;96.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;4.46;0;3;2;47;183;3968.0;2764.0;False;False;False;False;False;True;69.955959
10.0;;sol;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.419328752345805;-3.7061847753517454;apartment;4;1.0;0.0;3.0;4.23410650459726;;1300.0;;;1;0;3;365;10;31;61;336;34;83.0;8.0;8.0;9.0;9.0;10.0;9.0;strict;0.89;0;2;3;40;172;3898.0;2767.0;False;False;False;False;False;True;37.997327
1.0;;san isidro;carabanchel;madrid;comunidad de madrid;28019;madrid;madrid spain;es;spain;40.39722274730273;-3.717236695662821;loft;4;1.0;2.0;2.0;4.454347296253507;400.0;;350.0;50.0;5;0;3;1125;16;37;62;327;24;95.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.34;1;2;3;26;162;3290.0;2790.0;False;False;False;False;False;True;30.007669
;castillejos;castillejos;tetun;madrid;comunidad de madrid;28020;madrid;madrid spain;es;spain;40.46294916236096;-3.690356302168056;apartment;2;1.0;1.0;1.0;4.61512051684126;650.0;2500.0;300.0;;1;0;7;20;0;0;0;0;0;;;;;;;;flexible;;2;2;1;18;58;;;False;False;False;False;False;True;24.990907
1.0;;embajadores;centro;madrid;community of madrid;28012;madrid;madrid spain;es;spain;40.412536361455686;-3.7016717476186938;apartment;1;1.0;1.0;2.0;3.258096538021482;150.0;;90.0;;1;0;2;15;9;26;51;326;39;95.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.02;1;2;3;38;192;3903.0;2891.0;True;False;False;False;False;True;15.79351
2.0;;embajadores;centro;madrid;comunidad de madrid;28005;madrid;madrid spain;es;spain;40.41195945370166;-3.706368905263167;condominium;4;1.0;1.0;1.0;4.382026634673881;;;;;1;0;2;1125;15;45;75;350;10;93.0;9.0;9.0;9.0;9.0;10.0;10.0;strict;0.86;0;4;3;44;172;3101.0;2792.0;False;False;False;False;False;True;30.007669
1.0;barajas;timn;barajas;madrid;madrid;28042;madrid;madrid spain;es;spain;40.4713701939558;-3.585842319326692;apartment;4;1.0;2.0;2.0;4.060443010546419;;;100.0;15.0;3;10;2;1125;4;7;26;95;73;93.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;7.47;1;3;3;37;94;3044.0;2756.0;False;False;False;False;False;True;65.0321
1.0;acacias;acacias;arganzuela;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.40266729116292;-3.701760601886138;apartment;2;1.0;1.0;1.0;3.044522437723423;;;;;1;0;3;1125;0;0;0;0;7;94.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;0.79;1;4;2;66;66;3018.0;2967.0;True;False;False;False;False;True;24.990907
1.0;barajas;aeropuerto;barajas;madrid;comunidad de madrid;28042;madrid;madrid spain;es;spain;40.46703472881566;-3.581097815725425;house;5;3.0;3.0;3.0;3.912023005428146;;;100.0;15.0;1;20;1;6;19;44;73;344;11;96.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;3.37;4;4;4;90;183;2849.0;2766.0;True;False;False;False;False;True;8.36127
17.0;palos do moguer;palos de moguer;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.40562831417618;-3.691719678706085;apartment;7;1.0;3.0;5.0;4.7535901911063645;;;100.0;25.0;4;10;5;90;14;35;59;147;3;93.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.8;1;2;2;73;167;2863.0;2772.0;False;False;False;False;False;True;97.5016985
1.0;palos do moguer;palos de moguer;arganzuela;madrid;comunidad de madrid;28045;madrid;madrid spain;es;spain;40.40243859224763;-3.694107174257378;apartment;2;1.0;0.0;1.0;4.189654742026425;;;100.0;;1;0;3;1125;8;28;58;333;2;100.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;0.78;1;2;3;70;169;2828.0;2793.0;False;False;False;False;False;True;30.007669
4.0;malasaa;universidad;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42126907572793;-3.703387976631215;apartment;4;1.0;1.0;2.0;4.110873864173311;395.0;1540.0;100.0;20.0;2;15;1;1125;9;25;40;315;105;94.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.65;1;2;2;26;88;3429.0;2766.0;False;False;False;False;False;True;49.981814
1.0;embajadores;embajadores;centro;madrid;comunidad de madrid;28012;madrid;madrid spain;es;spain;40.41086229482607;-3.7003919767515496;apartment;4;1.0;2.0;2.0;4.189654742026425;400.0;1300.0;;17.0;2;10;2;1125;12;19;28;303;76;91.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;3.02;0;3;3;36;125;3506.0;2765.0;False;False;False;False;False;True;65.0321
1.0;justicia;justicia;centro;madrid;comunidad de madrid;28004;madrid;madrid spain;es;spain;40.42167875363488;-3.700191118334655;apartment;2;1.0;1.0;2.0;3.49650756146648;;;;5.0;1;0;2;1125;3;5;24;30;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;2.14;0;1;2;67;159;2793.0;2781.0;True;False;False;False;False;True;24.990907
10.0;malasaa;universidad;centro;madrid;community of madrid;28004;madrid;madrid spain;es;spain;40.42255137375997;-3.704587798248772;apartment;4;1.0;1.0;2.0;4.394449154672439;500.0;1700.0;80.0;30.0;2;9;3;300;0;16;37;305;22;94.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;0.84;1;2;2;37;167;3541.0;2767.0;False;False;False;False;False;True;49.981814
