host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,availability_365,square_meters,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded,cancellation_policy_numeric,neighbourhood_group_cleansed_encoded,neighbourhood_cleansed_encoded,neighbourhood_encoded,city_encoded,state_encoded,zipcode_encoded,market_encoded,country_encoded,price_log,review_overall_score
1.0,40.41061776290182,-3.709895202982019,3,1.0,2,2,100.0,15.0,2,39,49.981814,413.0,26,10,10,0.3333333333333333,1.0,0.8520040280841519,2,8,77.30385487528345,67.88117770767613,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,4.007333185232471,19.21444444444445
2.0,40.41336151342312,-3.70258731256265,2,1.0,1,1,150.0,29.0,1,171,24.990907,93.0,37,9,9,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.07753744390572,20.33333333333333
1.0,40.42834380376196,-3.7342254390462246,2,1.0,1,1,150.0,25.0,1,357,23.504459,299.0,34,10,10,0.0,0.15037580105041076,0.8520040280841519,1,26,71.4,67.22140221402213,67.8210655120482,68.19055374592834,63.77536231884058,67.7640712945591,71.77488172810854,3.871201010907891,18.76
1.0,40.45243112741027,-3.658492257668414,2,1.0,1,2,150.0,20.0,1,0,24.990907,359.0,15,4,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,12,59.21739130434783,45.04382470119522,67.8210655120482,68.19055374592834,50.42528735632184,67.7640712945591,71.77488172810854,3.688879454113936,17.134444444444444
1.0,52.373632553249145,4.893133565176174,2,1.0,1,1,150.0,10.0,1,2,24.990907,250.0,21,2,2,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,25,123.0,122.0,124.63157894736842,113.3,95.0,124.63157894736842,124.63157894736842,4.553876891600541,18.317777777777778
1.0,47.65221578947863,-122.38548096041151,2,1.0,1,1,150.0,20.0,1,365,26.01284,1278.0,19,4,9,0.6666666666666667,0.15037580105041076,0.8520040280841519,2,23,64.0,64.0,112.5,112.5,64.0,112.5,124.59712230215828,4.158883083359672,23.694444444444443
2.0,40.430111049796025,-3.704204413124445,2,1.0,1,1,150.0,20.0,1,45,24.990907,706.0,22,9,15,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,10,84.68359375,82.37959183673469,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,3.7612001156935615,22.876666666666665
10.0,40.42301814883884,-3.701615996879112,5,1.0,2,2,200.0,30.0,2,208,74.97272099999999,64.0,23,15,18,0.3333333333333333,1.0,0.8520040280841519,2,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.31748811353631,18.11555555555556
1.0,40.405736948778994,-3.700940563724864,4,1.0,2,3,100.0,25.0,2,201,65.0321,489.0,27,3,16,0.3333333333333333,1.0,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.276666119016055,24.24333333333333
7.0,40.41102975659936,-3.694407276355919,5,1.0,2,3,120.0,25.0,2,46,74.97272099999999,491.0,23,7,9,0.3333333333333333,1.0,0.8520040280841519,3,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,4.442651256490317,23.682222222222222
2.0,40.44115528011295,-3.649945249952672,4,1.0,2,3,200.0,30.0,2,351,65.0321,111.0,24,1,14,0.3333333333333333,1.0,0.8520040280841519,2,12,42.875,45.04382470119522,67.8210655120482,68.19055374592834,40.63725490196079,67.7640712945591,71.77488172810854,3.9889840465642745,17.884444444444444
1.0,40.46910690676356,-3.690178586561625,2,1.0,1,1,150.0,20.0,1,112,24.990907,734.0,36,0,6,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,41,49.72727272727273,79.01960784313725,67.8210655120482,66.70741482965931,52.756410256410255,67.7640712945591,71.77488172810854,3.58351893845611,22.522222222222226
1.0,40.44300185941802,-3.6519208031447983,1,1.0,1,1,150.0,20.0,1,238,19.974145,182.0,22,7,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,12,42.875,45.04382470119522,67.8210655120482,68.19055374592834,40.63725490196079,67.7640712945591,71.77488172810854,2.995732273553991,20.038888888888888
6.0,40.41898576560501,-3.707275648464184,2,1.0,0,1,150.0,25.0,1,56,30.007669,104.0,21,13,15,0.3333333333333333,1.0,0.8520040280841519,2,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,3.6635616461296463,17.107777777777777
1.0,40.42670924710707,-3.7018606883146856,6,2.0,2,3,180.0,40.0,4,142,69.955959,42.0,29,9,17,0.3333333333333333,1.0,0.8520040280841519,3,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.787491742782046,17.69
11.0,40.41400063373949,-3.7028552492503897,3,1.0,1,2,100.0,23.0,2,294,44.965052,0.0,24,2,16,0.3333333333333333,1.0,0.8520040280841519,2,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.912023005428146,18.0
1.0,40.43439843465117,-3.710475270041089,4,1.0,1,2,100.0,25.0,1,307,47.7056905,460.0,18,9,11,0.3333333333333333,1.0,0.8520040280841519,2,10,59.34532374100719,62.88811188811189,67.8210655120482,68.19055374592834,61.73068893528184,67.7640712945591,71.77488172810854,4.248495242049359,16.348888888888887
1.0,40.427905362801845,-3.672370779782944,6,1.0,2,4,94.0,15.0,4,100,69.955959,193.0,28,13,13,0.3333333333333333,1.0,0.8520040280841519,2,35,84.07978723404256,82.58510638297872,67.8210655120482,68.19055374592834,84.47826086956522,67.7640712945591,71.77488172810854,4.442651256490317,20.232222222222223
34.0,40.43392585029924,-3.669908997361551,1,1.0,1,1,150.0,20.0,1,215,19.974145,1324.0,15,7,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,35,48.49305555555556,47.013698630136986,67.8210655120482,68.19055374592834,52.051886792452834,67.7640712945591,71.77488172810854,2.9444389791664403,21.56888888888889
114.0,40.41231423642899,-3.708805514816516,2,4.0,1,1,150.0,15.0,1,62,24.990907,359.0,15,12,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,77.30385487528345,67.88117770767613,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.218875824868201,17.134444444444444
1.0,40.41187670624163,-3.698447645597439,5,2.0,3,3,200.0,30.0,1,0,79.98948299999999,0.0,19,21,27,0.3333333333333333,1.0,0.8520040280841519,1,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.653960350157523,9.005555555555555
68.0,39.57038520260698,2.6530102250518723,3,1.0,1,1,150.0,75.0,2,298,44.965052,1348.0,28,9,14,0.3333333333333333,1.0,0.8520040280841519,3,38,109.96666666666668,77.40229885057471,116.72727272727272,209.1021897810219,71.33333333333333,177.36333333333334,71.77488172810854,3.6635616461296463,28.263333333333332
1.0,40.44266190808175,-3.714112401487325,2,2.0,1,1,150.0,20.0,1,0,24.990907,359.0,20,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,10,73.16666666666667,74.34615384615384,67.8210655120482,68.19055374592834,73.40522875816994,67.7640712945591,71.77488172810854,3.555348061489413,17.134444444444444
2.0,40.41608722150462,-3.704261301020743,6,2.0,2,6,290.0,60.0,4,68,69.955959,740.0,35,2,13,0.6666666666666667,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,66.70741482965931,67.57546602525557,67.7640712945591,71.77488172810854,5.1647859739235145,19.107777777777777
207.0,41.40499726086324,2.140321042677336,6,2.0,2,3,250.0,50.0,1,104,69.955959,35.0,9,1,13,0.3333333333333333,1.0,0.8520040280841519,1,39,100.0,100.0,117.19148936170212,115.87662337662336,128.33333333333334,116.88936170212766,71.77488172810854,4.605170185988092,18.064444444444447
1.0,40.40369922056132,-3.6909851929201287,1,1.0,1,1,150.0,20.0,1,130,19.974145,193.0,26,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,0,53.195238095238096,53.21904761904762,67.8210655120482,68.19055374592834,45.323232323232325,67.7640712945591,71.77488172810854,3.1354942159291497,20.507777777777772
1.0,40.39112709254528,-3.6558285870034752,2,1.0,1,1,150.0,20.0,1,274,24.990907,126.0,27,6,8,0.3333333333333333,1.0,0.8520040280841519,1,32,37.0,44.59550561797753,67.8210655120482,66.70741482965931,73.68885317997294,67.7640712945591,71.77488172810854,3.688879454113936,19.444444444444443
4.0,40.41021035074734,-3.700773123688738,4,1.0,1,2,200.0,20.0,2,274,47.7056905,783.0,30,3,16,0.3333333333333333,1.0,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.23410650459726,31.40666666666667
2.0,40.44344025981111,-3.6975643846265926,2,1.0,0,1,150.0,25.0,1,282,30.007669,917.0,32,3,8,0.3333333333333333,1.0,0.8520040280841519,3,10,69.03448275862068,74.23595505617978,67.8210655120482,68.19055374592834,73.40522875816994,67.7640712945591,71.77488172810854,4.174387269895637,36.14666666666667
9.0,40.42556999860619,-3.678689970240464,4,3.0,1,2,100.0,12.0,2,179,49.4708475,146.0,48,3,6,0.0,0.15037580105041076,0.8520040280841519,3,35,84.07978723404256,82.58510638297872,67.8210655120482,68.19055374592834,123.82065217391305,67.7640712945591,71.77488172810854,3.80666248977032,22.544444444444444
57.0,40.41724916878774,-3.703865692949977,6,2.0,2,2,150.0,50.0,1,135,69.955959,594.0,32,3,17,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.07753744390572,18.246666666666663
3.0,40.40782159172388,-3.669042973986034,2,1.0,1,1,150.0,10.0,1,135,24.990907,1725.0,18,6,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,34,38.32,66.76666666666667,67.8210655120482,63.69439421338156,59.73780487804878,67.7640712945591,71.77488172810854,3.044522437723423,29.00333333333333
1.0,40.39160903538567,-3.6636017875874303,2,1.0,1,1,150.0,5.0,1,160,24.990907,4.0,21,7,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,32,37.0,44.59550561797753,67.8210655120482,68.19055374592834,38.27777777777778,67.7640712945591,71.77488172810854,2.302585092994046,17.0
1.0,48.831672874951146,2.3548247708207004,1,1.0,1,1,300.0,25.0,1,186,19.974145,51.0,22,2,2,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,18,36.0,36.0,105.9080459770115,106.32558139534883,36.0,105.1590909090909,105.9080459770115,3.58351893845611,18.34555555555556
1.0,40.43289633714846,-3.707733180185036,2,1.0,1,1,90.0,20.0,1,216,24.990907,638.0,24,4,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,10,59.34532374100719,62.88811188811189,67.8210655120482,66.70741482965931,61.73068893528184,67.7640712945591,71.77488172810854,3.258096538021482,19.06888888888889
2.0,40.42266997717628,-3.70418758378837,4,1.0,1,2,150.0,20.0,2,301,47.7056905,148.0,40,8,11,0.3333333333333333,1.0,0.8520040280841519,1,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.248495242049359,19.84777777777778
1.0,40.73133477101775,-73.9846713707383,2,1.0,1,1,450.0,40.0,1,61,24.990907,2089.0,26,2,6,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,24,104.33333333333331,104.33333333333331,124.66666666666669,109.56603773584904,117.5,109.56603773584904,124.59712230215828,4.941642422609304,34.687777777777775
1.0,40.42679067319877,-3.697220457783597,2,1.0,1,1,100.0,20.0,2,336,24.990907,1022.0,31,8,10,0.3333333333333333,1.0,0.8520040280841519,3,8,79.4913112164297,78.93302180685359,67.8210655120482,66.70741482965931,74.4219734079776,67.7640712945591,71.77488172810854,4.3694478524670215,26.028888888888886
1.0,40.41853195804337,-3.7011995684282177,2,1.0,1,2,150.0,7.0,1,304,24.990907,351.0,37,7,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,2.995732273553991,23.616666666666667
2.0,40.391848274460166,-3.653473198113329,1,2.0,1,1,100.0,15.0,1,365,14.028353,0.0,32,1,1,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,32,24.46153846153846,44.59550561797753,67.8210655120482,66.70741482965931,73.68885317997294,67.7640712945591,71.77488172810854,2.8903717578961645,17.901111111111113
1.0,40.499445487973006,-3.652604635160492,4,1.0,1,2,300.0,20.0,1,357,47.7056905,317.0,44,4,20,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,19,60.36842105263158,53.22222222222222,67.8210655120482,68.19055374592834,50.85365853658536,67.7640712945591,71.77488172810854,3.4657359027997265,18.48333333333333
3.0,40.42301172192416,-3.700091176123506,4,1.0,1,1,150.0,40.0,2,299,47.7056905,262.0,29,3,3,0.3333333333333333,1.0,0.4090312389650088,1,8,79.4913112164297,78.93302180685359,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.31748811353631,21.112222222222226
1.0,40.427634277999,-3.704975242948186,2,2.0,1,1,150.0,20.0,1,0,10.033524,359.0,9,21,21,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,67.77452830188679,67.91066282420749,67.8210655120482,63.69439421338156,74.4219734079776,67.7640712945591,71.77488172810854,3.4011973816621555,17.134444444444444
142.0,40.4248472809972,-3.7022701695411713,4,2.0,2,3,180.0,77.0,2,149,65.0321,359.0,34,6,13,0.3333333333333333,1.0,0.8520040280841519,3,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.770684624465665,17.134444444444444
1.0,40.40651870303108,-3.7012546881727753,2,1.0,1,1,300.0,30.0,1,347,24.990907,907.0,12,3,16,0.3333333333333333,1.0,0.8520040280841519,2,8,60.703778677462886,59.554729011689695,67.8210655120482,66.70741482965931,67.57546602525557,67.7640712945591,71.77488172810854,4.276666119016055,18.58555555555556
13.0,40.438474244863485,-3.6237064192929935,4,1.0,0,1,250.0,20.0,2,334,39.01926,21.0,39,10,11,0.3333333333333333,1.0,0.8520040280841519,3,36,36.82857142857143,87.63076923076923,67.8210655120482,68.19055374592834,41.04255319148936,67.7640712945591,71.77488172810854,4.007333185232471,18.77777777777778
3.0,40.43747531268922,-3.672390685283701,4,1.0,1,2,250.0,20.0,1,338,47.7056905,118.0,28,4,10,0.3333333333333333,1.0,0.8520040280841519,1,35,48.49305555555556,47.013698630136986,67.8210655120482,68.19055374592834,52.051886792452834,67.7640712945591,71.77488172810854,4.382026634673881,17.743333333333332
2.0,40.462244254331765,-3.694551676607575,3,1.0,2,2,180.0,30.0,1,16,49.981814,359.0,21,16,21,0.3333333333333333,1.0,0.8520040280841519,1,41,67.06153846153846,66.68181818181819,67.8210655120482,68.19055374592834,66.9320987654321,67.7640712945591,71.77488172810854,3.912023005428146,17.134444444444444
1.0,40.412992810766255,-3.700302716499126,4,1.0,2,3,200.0,30.0,1,85,65.0321,8.0,27,17,22,0.3333333333333333,1.0,0.8520040280841519,1,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.382026634673881,17.666666666666668
40.0,40.4084171512228,-3.687505945217613,4,2.0,2,2,500.0,90.0,1,317,65.0321,0.0,25,1,1,0.3333333333333333,1.0,0.8520040280841519,3,34,104.6,104.12121212121212,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,4.976733742420574,15.303333333333333
6.0,40.4134369897056,-3.708233442812752,2,1.5,1,2,100.0,25.0,1,148,24.990907,359.0,28,8,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,8,77.30385487528345,67.88117770767613,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,3.688879454113936,17.134444444444444
1.0,40.42542177069219,-3.698407394140925,1,1.0,1,1,94.0,5.0,1,13,19.974145,11.0,20,6,12,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,79.4913112164297,78.93302180685359,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,2.9444389791664403,18.22222222222222
36.0,40.47148773476317,-3.691281559202837,4,1.0,0,1,150.0,20.0,1,217,44.965052,0.0,27,4,20,0.6666666666666667,1.0,0.8520040280841519,2,41,49.72727272727273,79.01960784313725,67.8210655120482,63.69439421338156,52.756410256410255,67.7640712945591,71.77488172810854,3.951243718581428,13.893333333333334
2.0,40.4126718811565,-3.701383635712916,2,1.0,1,1,250.0,20.0,1,218,24.990907,454.0,20,6,9,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.060443010546419,19.067777777777778
1.0,40.41755300964935,-3.704615047072447,2,1.0,1,1,150.0,20.0,1,74,24.990907,278.0,25,2,2,0.3333333333333333,1.0,0.8520040280841519,1,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,73.68885317997294,67.7640712945591,71.77488172810854,4.174387269895637,24.79111111111111
1.0,40.417560927526495,-3.705806227425343,4,1.0,2,3,150.0,30.0,4,303,65.0321,168.0,21,6,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.290459441148391,18.176666666666662
1.0,40.419795942389165,-3.7011698278436858,4,1.0,1,1,150.0,30.0,2,222,47.7056905,69.0,21,10,12,0.3333333333333333,1.0,0.8520040280841519,2,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.31748811353631,19.45888888888889
1.0,40.4187810836005,-3.677226247487628,2,1.0,1,1,150.0,20.0,1,38,24.990907,349.0,36,4,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,34,72.63636363636364,85.60204081632654,67.8210655120482,68.19055374592834,78.44134078212291,67.7640712945591,71.77488172810854,3.4011973816621555,23.82
1.0,40.412674927099225,-3.705869980185414,2,1.0,1,1,150.0,20.0,1,19,11.984487,14.0,18,5,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,8,60.703778677462886,67.88117770767613,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.4657359027997265,18.15888888888889
2.0,40.40575210272544,-3.6983158436115375,2,1.0,1,1,150.0,20.0,1,358,24.990907,421.0,18,10,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,0,53.195238095238096,53.21904761904762,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.218875824868201,19.68777777777778
1.0,40.41759823727349,-3.703619307419161,3,1.0,1,1,150.0,20.0,2,281,44.965052,233.0,23,7,11,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,42.5,50.0,67.57546602525557,67.7640712945591,71.77488172810854,3.912023005428146,22.905555555555555
1.0,41.88235029458298,12.475551330643816,4,1.0,2,4,200.0,60.0,1,198,65.0321,667.0,32,1,3,0.3333333333333333,1.0,0.8520040280841519,1,20,111.56,62.0,97.84848484848484,87.44897959183673,62.8,87.44897959183673,92.38709677419357,3.80666248977032,28.516666666666666
1.0,40.41451391877944,-3.707719391160219,2,1.0,1,1,150.0,20.0,1,38,24.990907,359.0,16,18,23,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,3.4011973816621555,17.134444444444444
2.0,40.42474688964763,-3.7065940793849,3,1.0,2,3,150.0,20.0,2,3,49.981814,12.0,13,5,5,0.3333333333333333,1.0,0.8520040280841519,1,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,74.4219734079776,67.7640712945591,71.77488172810854,4.0943445622221,16.83555555555556
4.0,40.423668771094746,-3.7089414320534,3,1.0,1,2,500.0,60.0,2,344,44.965052,359.0,29,5,12,0.3333333333333333,1.0,0.8520040280841519,2,8,67.77452830188679,67.91066282420749,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.219507705176107,17.134444444444444
164.0,40.4323256466746,-3.7098566138056888,5,1.0,2,4,200.0,60.0,2,314,74.97272099999999,359.0,28,1,14,0.3333333333333333,1.0,0.8520040280841519,3,10,59.34532374100719,62.88811188811189,67.8210655120482,68.19055374592834,61.73068893528184,67.7640712945591,71.77488172810854,4.605170185988092,17.134444444444444
207.0,41.394786935122376,2.1439973957240466,6,2.0,2,2,250.0,50.0,1,0,69.955959,359.0,13,1,14,0.3333333333333333,1.0,0.8520040280841519,3,39,182.0,167.08333333333334,117.19148936170212,115.87662337662336,191.15384615384616,116.88936170212766,71.77488172810854,4.663439094112067,17.134444444444444
1.0,40.412306145401054,-3.697056193643598,2,1.0,1,1,150.0,25.0,1,0,24.990907,359.0,24,2,2,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,83.67920792079208,67.7640712945591,71.77488172810854,4.007333185232471,17.134444444444444
5.0,40.42851402330224,-3.652371343790888,4,1.0,1,2,150.0,20.0,2,135,47.7056905,116.0,36,4,17,0.3333333333333333,1.0,0.8520040280841519,2,12,31.06779661016949,45.04382470119522,67.8210655120482,68.19055374592834,38.30337078651685,67.7640712945591,71.77488172810854,3.9318256327243257,18.136666666666667
1.0,40.38316747011335,-3.7212699574626575,2,1.0,1,2,100.0,12.0,1,365,23.504459,0.0,18,6,6,0.0,0.15037580105041076,0.8520040280841519,1,7,29.08333333333333,39.97952218430034,67.8210655120482,66.70741482965931,38.07368421052632,67.7640712945591,71.77488172810854,3.6375861597263857,14.576666666666666
68.0,39.76754023476426,2.7162656992129084,4,2.0,2,2,100.0,60.0,2,300,65.0321,794.0,27,12,14,0.3333333333333333,1.0,0.8520040280841519,5,38,204.7142857142857,87.63076923076923,254.6,209.1021897810219,211.25,177.36333333333334,71.77488172810854,3.688879454113936,21.74333333333333
3.0,40.40208433042521,-3.703014738034231,2,2.0,1,1,150.0,20.0,1,73,24.990907,0.0,20,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,0,44.891666666666666,45.223214285714285,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,2.9444389791664403,14.568888888888887
21.0,48.202540589850166,16.383273173758834,4,1.0,1,2,150.0,29.0,1,241,49.981814,438.0,43,1,14,0.6666666666666667,1.0,0.8520040280841519,1,20,61.16666666666666,61.16666666666666,77.9,77.9,61.16666666666666,69.76923076923077,69.76923076923077,3.951243718581428,25.495555555555555
22.0,40.419764078945136,-3.700694945955185,4,1.0,0,1,150.0,25.0,2,281,39.01926,0.0,33,5,5,0.3333333333333333,1.0,0.8520040280841519,3,8,85.71021992238033,84.62020460358056,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,4.553876891600541,15.012222222222224
1.0,40.41828818991904,-3.698891871532448,1,2.0,1,1,100.0,5.0,1,365,49.4708475,0.0,22,9,12,0.0,0.15037580105041076,0.8520040280841519,1,8,81.91542288557214,82.59599332220367,67.8210655120482,68.19055374592834,81.97660098522168,67.7640712945591,71.77488172810854,3.4011973816621555,15.007777777777775
1.0,40.39351023315516,-3.77117796777176,1,1.0,1,1,150.0,20.0,1,74,19.974145,130.0,16,7,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,21,23.384615384615383,42.19254658385093,67.8210655120482,68.19055374592834,29.181818181818183,67.7640712945591,71.77488172810854,2.772588722239781,17.727777777777778
1.0,40.41078858247522,-3.7074198304108905,2,1.0,0,1,150.0,10.0,1,0,30.007669,146.0,16,4,6,0.3333333333333333,1.0,0.8520040280841519,1,8,60.703778677462886,67.88117770767613,67.8210655120482,68.19055374592834,67.76751269035533,67.7640712945591,71.77488172810854,3.688879454113936,16.513333333333335
4.0,40.4320876286974,-3.671920391778716,1,1.5,1,1,150.0,20.0,1,236,19.974145,238.0,17,3,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,35,48.49305555555556,47.013698630136986,67.8210655120482,68.19055374592834,52.051886792452834,67.7640712945591,71.77488172810854,2.6390573296152584,21.95555555555556
6.0,40.43905476683635,-3.6807829890963055,4,1.0,1,1,150.0,20.0,1,338,47.7056905,465.0,24,4,4,0.3333333333333333,1.0,0.8520040280841519,3,9,60.19444444444444,60.294117647058826,67.8210655120482,68.19055374592834,84.47826086956522,67.7640712945591,71.77488172810854,4.248495242049359,16.608888888888888
1.0,48.883631472883,2.3615660267188905,2,1.0,1,1,150.0,8.0,1,276,24.990907,320.0,15,6,8,0.3333333333333333,1.0,0.8520040280841519,1,18,107.8,104.0,105.9080459770115,106.32558139534883,116.0,105.1590909090909,105.9080459770115,3.912023005428146,17.502222222222223
2.0,39.77026136097019,-105.03770144220036,4,1.0,2,3,300.0,80.0,2,348,49.4708475,755.0,42,5,9,0.3333333333333333,1.0,0.8520040280841519,2,6,163.0,124.33333333333331,131.0,131.0,136.5,131.0,124.59712230215828,5.093750200806762,21.37222222222222
1.0,40.44043310397003,-3.6901607432752863,2,1.0,1,1,300.0,20.0,3,27,11.984487,7.0,28,12,15,0.3333333333333333,1.0,0.8520040280841519,2,9,60.19444444444444,60.294117647058826,67.8210655120482,68.19055374592834,84.47826086956522,67.7640712945591,71.77488172810854,4.382026634673881,15.173333333333334
1.0,40.41164456109538,-3.699115490933453,2,1.0,1,1,150.0,20.0,1,0,24.990907,220.0,20,11,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,3.80666248977032,17.702222222222222
2.0,40.407372560124585,-3.7024286120502814,4,1.0,1,1,250.0,20.0,2,294,47.7056905,251.0,33,7,8,0.3333333333333333,1.0,0.4090312389650088,2,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.174387269895637,22.79111111111111
6.0,40.40831782302593,-3.699187465885109,4,1.0,1,2,400.0,30.0,1,285,49.4708475,156.0,30,13,14,0.3333333333333333,1.0,0.8520040280841519,3,8,60.703778677462886,59.554729011689695,67.8210655120482,68.19055374592834,67.57546602525557,67.7640712945591,71.77488172810854,4.248495242049359,21.12777777777778
21.0,48.21101630497019,16.39721590248465,4,1.0,2,3,150.0,39.0,1,317,65.0321,719.0,18,0,1,0.3333333333333333,1.0,0.8520040280841519,1,20,62.0,76.5,77.9,77.9,62.0,69.76923076923077,69.76923076923077,4.204692619390966,26.544444444444444
2.0,40.40983961716501,-3.699512756618277,2,1.0,1,1,150.0,25.0,1,123,50.0282655,729.0,23,5,13,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,8,60.703778677462886,59.554729011689695,67.8210655120482,66.70741482965931,67.57546602525557,67.7640712945591,71.77488172810854,3.258096538021482,18.607777777777777
2.0,40.39267646594295,-3.71216939271222,5,1.0,1,3,100.0,30.0,3,232,54.998576,664.0,31,5,4,0.3333333333333333,1.0,0.8520040280841519,2,7,36.67391304347826,39.97952218430034,67.8210655120482,66.70741482965931,40.595238095238095,67.7640712945591,71.77488172810854,3.4657359027997265,18.81222222222222
