accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,availability_365,square_meters,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded,cancellation_policy_numeric,city_encoded,zipcode_encoded,review_overall_score,price_per_guest,total_beds
0.5,0.125,0.1,0.06666666666666667,0.16666666666666666,0.0377643504531722,0.0625,0.32054794520547947,0.5573318632855568,0.2727640631323351,0.2933333333333334,0.3870967741935484,0.5483870967741935,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.16648721906411174,0.2739515925708043,0.1908129713637804,0.0125
0.5,0.125,0.1,0.06666666666666667,0.16666666666666666,0.022658610271903322,0.0625,0.5698630136986301,0.5573318632855568,0.09186564144071226,0.4266666666666667,0.3225806451612903,0.5161290322580645,0.3333333333333333,1.0,0.8520040280841519,0.0,0.139378440729209,0.12566658054564148,0.2864106227414067,0.17684837485793925,0.0125
0.0,0.1875,0.1,0.4666666666666667,0.16666666666666666,0.007552870090634441,0.0625,0.3835616438356164,0.2282249173098126,0.1452853095912586,0.6666666666666667,0.16129032258064516,0.4193548387096774,0.3333333333333333,0.0,0.8520040280841519,0.25,0.139378440729209,0.050883863651524246,0.25023111185813934,0.318119966767407,0.05
0.16666666666666666,0.375,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.852054794520548,0.28776185226019846,0.1452853095912586,0.10666666666666667,0.0967741935483871,0.0967741935483871,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.12566658054564148,0.25023111185813934,0.3113950484660945,0.00625
0.16666666666666666,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.9232876712328767,0.28776185226019846,0.5511938486442736,0.33333333333333337,0.29032258064516125,0.29032258064516125,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.11085092252289439,0.4432515337423313,0.31963373786938526,0.00625
0.0,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.9753424657534246,0.2282249173098126,0.31970861999190614,0.34666666666666673,0.22580645161290322,0.4838709677419355,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.12566658054564148,0.349378098999916,0.5580028648751213,0.00625
0.5,0.125,0.1,0.06666666666666667,0.3333333333333333,0.027190332326283987,0.125,0.2054794520547945,0.5573318632855568,0.15783083771752326,0.4000000000000001,0.25806451612903225,0.25806451612903225,0.3333333333333333,1.0,0.8520040280841519,0.0,0.139378440729209,0.12615339085007687,0.3120010084881084,0.2128474698311964,0.0125
0.16666666666666666,0.375,0.1,0.0,0.16666666666666666,0.021148036253776436,0.0625,0.20273972602739726,0.28776185226019846,0.1452853095912586,0.24000000000000002,0.25806451612903225,0.45161290322580644,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.1621713586444149,0.25023111185813934,0.2881207209563594,0.00625
0.5,0.125,0.1,0.06666666666666667,0.16666666666666666,0.06797583081570997,0.1875,0.9287671232876712,0.5573318632855568,0.0,0.5066666666666667,0.25806451612903225,0.5483870967741935,0.3333333333333333,1.0,0.8520040280841519,0.5,0.10611735330836454,0.33688212927756656,0.2657786368602404,0.20151778963355532,0.0125
0.5,0.25,0.2,0.13333333333333336,0.2,0.2416918429003021,0.125,0.14246575342465753,0.762954796030871,0.28409550789154187,0.5733333333333334,0.25806451612903225,0.3870967741935484,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.16851270182399294,0.2626481216908984,0.2649744001007088,0.037500000000000006
0.16666666666666666,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.1780821917808219,0.28776185226019846,0.09550789154188588,0.22666666666666668,0.4193548387096774,0.4193548387096774,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.25,0.139378440729209,0.12566658054564148,0.32242205227330034,0.30706733302386785,0.00625
0.16666666666666666,0.25,0.1,0.06666666666666667,0.1111111111111111,0.030211480362537763,0.0625,0.7698630136986302,0.28776185226019846,0.1452853095912586,0.36000000000000004,0.16129032258064516,0.4838709677419355,0.3333333333333333,1.0,0.8520040280841519,0.0,0.139378440729209,0.0863165698161035,0.25023111185813934,0.4443422380100422,0.0125
0.16666666666666666,0.125,0.1,0.0,0.3333333333333333,0.030211480362537763,0.0625,0.9726027397260274,0.28776185226019846,0.07891541885876163,0.2666666666666667,0.1935483870967742,0.3225806451612903,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.15320998930829632,0.27006471132027904,0.38161142230639217,0.00625
0.5,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.9013698630136986,0.5573318632855568,0.14083367057871307,0.18666666666666668,0.16129032258064516,0.16129032258064516,0.3333333333333333,1.0,0.4090312389650088,0.25,0.139378440729209,0.12566658054564148,0.27542230439532733,0.18414848915748272,0.00625
0.16666666666666666,0.25,0.1,0.0,0.16666666666666666,0.015105740181268881,0.0625,0.2356164383561644,0.28776185226019846,0.6365843787940105,0.4266666666666667,0.12903225806451613,0.5483870967741935,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.11603387153064784,0.4377678796537524,0.3448872581940321,0.00625
0.5,0.125,0.1,0.06666666666666667,0.14444444444444443,0.0377643504531722,0.125,0.663013698630137,0.5573318632855568,0.19101578308377176,0.4133333333333334,0.16129032258064516,0.45161290322580644,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.12566658054564148,0.3113076729136902,0.19694370069470174,0.0125
0.33333333333333337,0.125,0.1,0.13333333333333336,0.16666666666666666,0.030211480362537763,0.0625,0.0,0.5248070562293274,0.1452853095912586,0.17333333333333334,0.22580645161290322,0.22580645161290322,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.15320998930829632,0.25023111185813934,0.25175699201903345,0.018750000000000003
0.5,0.125,0.0,0.13333333333333336,0.5555555555555556,0.07401812688821752,0.125,0.5178082191780822,0.45424476295479604,0.13031161473087818,0.3066666666666667,0.25806451612903225,0.25806451612903225,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.12566658054564148,0.2385074375997983,0.17684837485793925,0.0
0.5,0.25,0.2,0.13333333333333336,0.2222222222222222,0.06797583081570997,0.0625,0.8931506849315068,0.5782800441014333,0.17806556050182112,0.32000000000000006,0.0967741935483871,0.12903225806451613,0.6666666666666667,1.0,0.8520040280841519,0.5,0.139378440729209,0.12615339085007687,0.3287251029498278,0.26593784962989503,0.037500000000000006
0.16666666666666666,0.125,0.0,0.06666666666666667,0.16666666666666666,0.045317220543806644,0.0625,0.1643835616438356,0.3472987872105843,0.37919870497774183,0.22666666666666668,0.22580645161290322,0.3548387096774194,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.12566658054564148,0.45028994033112035,0.30706733302386785,0.0
0.16666666666666666,0.125,0.1,0.0,0.1111111111111111,0.022658610271903322,0.0625,1.0,0.29988974641675853,0.19587211655200323,0.09333333333333334,0.03225806451612903,0.03225806451612903,0.6666666666666667,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.052175749894381084,0.21281200100848813,0.33107321198793493,0.00625
0.16666666666666666,0.125,0.1,0.0,0.16666666666666666,0.021148036253776436,0.0625,0.7232876712328767,0.28776185226019846,0.14326183731282882,0.2,0.1935483870967742,0.3870967741935484,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.052175749894381084,0.2765568535171023,0.2141037709477011,0.00625
0.33333333333333337,0.125,0.1,0.06666666666666667,0.16666666666666666,0.030211480362537763,0.0625,0.8986301369863013,0.5248070562293274,0.4799676244435451,0.17333333333333334,0.4193548387096774,0.4193548387096774,0.3333333333333333,1.0,0.8520040280841519,0.0,0.139378440729209,0.1430214788541891,0.24392806118161192,0.2839713602927153,0.0125
0.0,0.0625,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.0,0.5782800441014333,0.1452853095912586,0.32000000000000006,0.06451612903225806,0.06451612903225806,0.0,0.1503758010504107,0.4090312389650088,0.0,0.03245942571785268,0.2173637515842839,0.25023111185813934,0.4935741283277579,0.00625
0.0,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.24657534246575344,0.2282249173098126,0.26102792391744234,0.25333333333333335,0.25806451612903225,0.45161290322580644,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.16851270182399294,0.2637196403059081,0.4935741283277579,0.00625
0.5,0.125,0.2,0.13333333333333336,0.3333333333333333,0.13595166163141995,0.0625,0.9671232876712329,0.762954796030871,0.09874544718737353,0.4266666666666667,0.12903225806451613,0.12903225806451613,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.1404441793616475,0.22966215648373817,0.2500340804934004,0.037500000000000006
0.16666666666666666,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.4821917808219178,0.28776185226019846,0.0,0.3733333333333334,0.1935483870967742,0.22580645161290322,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.12566658054564148,0.02143037230019329,0.3998790147972591,0.00625
0.0,0.125,0.1,0.0,0.3333333333333333,0.007552870090634441,0.0625,1.0,0.2282249173098126,0.03763658437879401,0.33333333333333337,0.25806451612903225,0.25806451612903225,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.11698163176512871,0.2145348348600723,0.4935741283277579,0.00625
0.16666666666666666,0.125,0.1,0.2,0.16666666666666666,0.030211480362537763,0.0625,1.0,0.28776185226019846,0.010926750303520841,0.7066666666666668,0.0967741935483871,0.0967741935483871,0.3333333333333333,0.0,0.8520040280841519,0.0,0.139378440729209,0.07411611145791952,0.023258256996386256,0.29312745597522744,0.025
0.5,0.125,0.0,0.0,0.1,0.0377643504531722,0.0625,0.5917808219178082,0.45424476295479604,0.08822339133953865,0.24000000000000002,0.06451612903225806,0.29032258064516125,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.1621713586444149,0.25399193209513404,0.16877847289636444,0.0
0.0,0.125,0.1,0.0,0.1111111111111111,0.015105740181268881,0.0625,0.9917808219178083,0.2282249173098126,0.1452853095912586,0.6000000000000001,0.06451612903225806,0.1935483870967742,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.0,0.1972534332084894,0.08745247148288973,0.25023111185813934,0.5284856195923607,0.00625
0.16666666666666666,0.25,0.1,0.06666666666666667,0.16666666666666666,0.030211480362537763,0.0625,0.6712328767123288,0.28776185226019846,0.046539862403885066,0.25333333333333335,0.16129032258064516,0.25806451612903225,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.05146608564389569,0.27496008067904865,0.3113950484660945,0.0125
0.33333333333333337,0.125,0.1,0.06666666666666667,0.16666666666666666,0.015105740181268881,0.0625,0.36164383561643837,0.5248070562293274,0.5232699312019425,0.22666666666666668,0.12903225806451613,0.4193548387096774,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.5,0.139378440729209,0.16648721906411174,0.548722581729557,0.2176083855443418,0.0125
0.16666666666666666,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.25205479452054796,0.28776185226019846,0.0,0.33333333333333337,0.22580645161290322,0.3870967741935484,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.06926041146573467,0.2623959996638373,0.3573513340726077,0.00625
0.0,0.125,0.1,0.0,0.19444444444444445,0.028700906344410877,0.0625,0.4191780821917808,0.9525909592061742,0.03358963982193444,0.22666666666666668,0.3225806451612903,0.9032258064516129,0.0,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.11085092252289439,0.24806706445919824,0.6263000778245048,0.00625
0.8333333333333334,0.125,0.2,0.13333333333333336,0.1111111111111111,0.052870090634441085,0.1875,0.8794520547945206,0.8213891951488422,0.4415216511533792,0.3733333333333334,0.1935483870967742,0.4838709677419355,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.1430214788541891,0.36028237667030844,0.1233960108432058,0.037500000000000006
0.16666666666666666,0.125,0.1,0.0,0.16666666666666666,0.022658610271903322,0.0625,0.8575342465753425,0.28776185226019846,0.04127883447996762,0.3866666666666667,0.22580645161290322,0.29032258064516125,0.3333333333333333,1.0,0.8520040280841519,0.0,0.139378440729209,0.16648721906411174,0.28830153794436514,0.4177203785802173,0.00625
0.5,0.125,0.1,0.06666666666666667,0.1111111111111111,0.06797583081570997,0.125,0.852054794520548,0.5573318632855568,0.566167543504654,0.5066666666666667,0.12903225806451613,0.3870967741935484,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.1621713586444149,0.333914614673502,0.2047775678696216,0.0125
0.16666666666666666,0.125,0.0,0.0,0.1111111111111111,0.045317220543806644,0.0625,0.4438356164383562,0.3472987872105843,0.16268717118575476,0.33333333333333337,0.12903225806451613,0.3225806451612903,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.1430214788541891,0.30998403227161947,0.37402570301951077,0.0
0.0,0.125,0.1,0.0,0.16666666666666666,0.030211480362537763,0.0625,0.0,0.2282249173098126,0.1452853095912586,0.25333333333333335,0.03225806451612903,0.03225806451612903,0.3333333333333333,0.1503758010504107,0.8520040280841519,0.0,0.139378440729209,0.16851270182399294,0.25023111185813934,0.4935741283277579,0.00625
0.16666666666666666,0.125,0.1,0.0,0.2777777777777778,0.015105740181268881,0.0625,0.8958904109589041,0.29988974641675853,0.05908539053014974,0.45333333333333337,0.25806451612903225,0.4193548387096774,0.6666666666666667,0.1503758010504107,0.8520040280841519,0.25,0.139378440729209,0.12566658054564148,0.27996050088242713,0.3887715444534296,0.00625
0.16666666666666666,0.125,0.1,0.0,0.1111111111111111,0.02416918429003021,0.0625,0.8246575342465754,0.28776185226019846,0.12221772561715905,0.34666666666666673,0.12903225806451613,0.3548387096774194,0.3333333333333333,1.0,0.8520040280841519,0.25,0.139378440729209,0.0863165698161035,0.3220648794016304,0.3415713476214968,0.00625
0.9999999999999999,0.25,0.2,0.26666666666666666,0.2,0.0377643504531722,0.3125,0.8356164383561644,0.5782800441014333,0.32496964791582356,0.24000000000000002,0.1935483870967742,0.6451612903225806,0.3333333333333333,1.0,0.8520040280841519,0.0,0.139378440729209,0.12566658054564148,0.2968736868644424,0.11707686232253638,0.0625
0.33333333333333337,0.125,0.1,0.06666666666666667,0.3333333333333333,0.0377643504531722,0.125,0.8986301369863013,0.5248070562293274,0.014973694860380414,0.34666666666666673,0.25806451612903225,0.3548387096774194,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.12403573831541723,0.26012690142028744,0.24166961456706504,0.0125
0.16666666666666666,0.125,0.0,0.0,0.16666666666666666,0.030211480362537763,0.125,0.14246575342465753,0.3472987872105843,0.11007689194658034,0.32000000000000006,0.3548387096774194,0.3870967741935484,0.3333333333333333,1.0,0.8520040280841519,0.5,0.139378440729209,0.12566658054564148,0.24499957979662157,0.33107321198793493,0.0
