host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,square_meters,days_since_first_review,days_since_last_review,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded
2.0,jeronimos,jeronimos,retiro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.40773187928116,-3.6848186973255808,entire homeapt,4,1.0,1,2,real bed,60.0,550.0,1250.0,150.0,25.0,1,0,2,1125,9,32,52,117,12,95.0,9.0,10.0,10.0,10.0,10.0,9.0,moderate,0.5,47.7056905,3545.0,2871.0,674.0,23,12,17,2,95.02906410791267,74.05585819282318
1.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41580224221418,-3.705340377650709,entire homeapt,4,1.0,1,2,real bed,50.0,350.0,1500.0,150.0,15.0,1,0,1,1125,15,39,64,208,20,91.0,9.0,9.0,10.0,10.0,10.0,10.0,flexible,2.43,47.7056905,3078.0,2851.0,227.0,33,10,16,2,95.02906410791267,74.05585819282318
16.0,carabanchel,vista alegre,carabanchel,madrid,comunidad de madrid,28025,madrid,"madrid, spain",es,spain,40.3890481625822,-3.740373925565714,shared room,1,1.5,1,8,real bed,10.0,70.0,300.0,150.0,5.0,1,0,3,30,14,44,74,140,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,19.974145,3223.0,2864.0,359.0,51,5,13,2,31.320987654320987,74.05585819282318
114.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.412814092917046,-3.703052476384028,private room,2,3.0,1,1,real bed,30.0,210.0,900.0,150.0,20.0,1,0,10,1125,0,6,36,311,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,24.990907,3223.0,2864.0,359.0,9,3,3,2,40.90114068441065,74.05585819282318
2.0,gaztambide,gaztambide,chamberi,madrid,28,28015,madrid,"madrid, spain",es,spain,40.43863119836153,-3.713716132786873,private room,2,1.0,1,1,real bed,32.0,224.0,960.0,150.0,20.0,1,10,1,1125,7,34,62,337,97,92.0,9.0,9.0,9.0,10.0,9.0,9.0,strict,2.08,24.990907,4233.0,2871.0,1362.0,26,9,9,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41187988660166,-3.702480653530989,private room,1,1.0,1,1,real bed,35.0,245.0,1050.0,150.0,20.0,1,0,2,60,21,51,81,356,43,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.4,19.974145,3754.0,2964.0,790.0,27,7,15,2,40.90114068441065,74.05585819282318
1.0,palacio,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41508709483592,-3.71099435105229,entire homeapt,4,1.0,1,2,real bed,80.0,560.0,2400.0,300.0,18.0,2,21,1,3,15,45,75,75,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.61,47.7056905,3278.0,2888.0,390.0,31,8,8,2,95.02906410791267,74.05585819282318
114.0,sol,sol,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.41826553823127,-3.705616883018374,private room,2,3.0,1,1,real bed,25.0,175.0,750.0,150.0,14.0,1,5,10,1125,0,0,18,74,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,24.990907,3223.0,2864.0,359.0,19,8,14,2,40.90114068441065,74.05585819282318
68.0,san blas,calvia,santsmontjuic,illetes,illes balears,07181,mallorca island,"illetes, spain",es,spain,39.53987109473469,2.592716238882455,entire homeapt,4,1.0,1,2,real bed,69.0,483.0,2070.0,150.0,45.0,3,10,4,36,21,51,81,339,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.61,47.7056905,2904.0,2904.0,0.0,39,8,17,2,95.02906410791267,74.05585819282318
28.0,goya,goya,salamanca,madrid,comunidad de madrid,28006,madrid,"madrid, spain",es,spain,40.42641029723731,-3.673277812578589,entire homeapt,4,2.0,2,3,real bed,158.0,1106.0,3500.0,180.0,160.0,2,20,7,180,16,26,52,52,3,100.0,10.0,9.0,9.0,10.0,10.0,9.0,strict,0.12,65.0321,3563.0,2861.0,702.0,44,8,12,2,95.02906410791267,74.05585819282318
4.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40868290996392,-3.70015959501185,private room,2,1.0,1,1,real bed,29.0,203.0,870.0,150.0,20.0,1,10,2,1125,14,34,64,65,37,91.0,9.0,9.0,9.0,10.0,10.0,9.0,moderate,4.57,24.990907,3074.0,2838.0,236.0,18,13,13,2,40.90114068441065,74.05585819282318
8.0,fuente del berro,fuente del berro,salamanca,madrid,comunidad de madrid,28028,madrid,"madrid, spain",es,spain,40.42688019205252,-3.6678271848187554,entire homeapt,2,2.0,1,2,real bed,85.0,595.0,2550.0,100.0,20.0,1,0,2,1125,0,0,6,281,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,28,5,15,2,95.02906410791267,74.05585819282318
2.0,ibiza,ibiza,retiro,madrid,comunidad de madrid,28009,madrid,"madrid, spain",es,spain,40.41723130769837,-3.6782023721619166,entire homeapt,2,1.0,1,1,real bed,52.0,364.0,1560.0,300.0,20.0,1,0,1,1125,20,50,80,355,13,92.0,9.0,10.0,10.0,9.0,10.0,9.0,strict,1.65,24.990907,3068.0,2873.0,195.0,21,6,10,2,95.02906410791267,74.05585819282318
2.0,la latina,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41009315660919,-3.706216182145381,entire homeapt,4,1.0,1,1,pullout sofa,55.0,385.0,1650.0,150.0,20.0,1,0,2,1125,2,27,54,329,27,84.0,9.0,8.0,9.0,9.0,10.0,8.0,moderate,2.2,47.7056905,3200.0,2852.0,348.0,15,5,5,2,95.02906410791267,58.024875621890544
4.0,arguelles,casa de campo,moncloa  aravaca,madrid,madrid,28008,madrid,"madrid, spain",es,spain,40.42934455374912,-3.7222856365139023,private room,2,2.0,1,1,real bed,39.0,230.0,700.0,150.0,10.0,1,13,2,365,4,4,4,86,87,96.0,10.0,9.0,10.0,10.0,10.0,10.0,strict,1.47,24.990907,4609.0,3036.0,1573.0,33,4,17,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40842743912922,-3.6986001332406646,entire homeapt,4,1.0,1,2,real bed,65.0,455.0,1950.0,130.0,25.0,2,10,2,40,7,24,24,242,37,90.0,9.0,9.0,9.0,9.0,9.0,9.0,moderate,2.28,47.7056905,3317.0,2845.0,472.0,32,5,14,2,95.02906410791267,74.05585819282318
2.0,ibiza,ibiza,retiro,madrid,comunidad de madrid,28009,madrid,"madrid, spain",es,spain,40.420055264644446,-3.6763648418942254,private room,3,1.0,1,3,real bed,50.0,350.0,1500.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,44.965052,3223.0,2864.0,359.0,14,7,7,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41065872687312,-3.700538010880116,entire homeapt,4,1.0,0,3,real bed,50.0,350.0,1500.0,500.0,49.0,2,10,3,30,1,1,1,189,7,86.0,8.0,8.0,10.0,10.0,10.0,9.0,strict,0.63,39.01926,3165.0,2843.0,322.0,24,8,8,2,95.02906410791267,74.05585819282318
5.0,la latina,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41172628295956,-3.7126621848665033,entire homeapt,4,2.0,2,3,real bed,160.0,1120.0,4800.0,200.0,45.0,1,0,2,1125,9,29,51,326,40,93.0,9.0,10.0,9.0,9.0,10.0,9.0,strict,2.57,49.4708475,3298.0,2858.0,440.0,25,3,4,3,95.02906410791267,74.05585819282318
6.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.40883353317772,-3.698195983267288,entire homeapt,2,1.0,0,2,real bed,29.0,220.0,870.0,150.0,30.0,1,0,2,1125,0,4,7,60,108,85.0,8.0,9.0,9.0,9.0,9.0,9.0,moderate,3.43,30.007669,3776.0,2839.0,937.0,18,7,11,2,95.02906410791267,74.05585819282318
4.0,usera,almendrales,usera,madrid,comunidad de madrid,28026,madrid,"madrid, spain",es,spain,40.38248155924009,-3.705037851080984,private room,2,1.0,1,1,real bed,35.0,245.0,1050.0,100.0,15.0,1,0,1,1125,30,60,90,365,7,77.0,8.0,8.0,9.0,10.0,8.0,9.0,flexible,0.4,26.01284,3357.0,2873.0,484.0,8,1,1,3,40.90114068441065,74.05585819282318
2.0,usera,moscardo,usera,madrid,community of madrid,28026,madrid,"madrid, spain",es,spain,40.38878996583774,-3.701794816445727,private room,2,1.0,1,1,real bed,14.0,90.0,300.0,150.0,14.0,1,10,2,1125,4,34,63,264,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,0.74,24.990907,3194.0,2840.0,354.0,16,6,12,2,40.90114068441065,74.05585819282318
10.0,malasana,universidad,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.4204809251387,-3.702424191357948,entire homeapt,3,1.0,1,2,real bed,70.0,535.0,1150.0,150.0,20.0,1,0,1,365,10,29,53,328,9,84.0,9.0,10.0,10.0,10.0,10.0,9.0,flexible,0.21,44.965052,4118.0,2932.0,1186.0,14,13,13,2,95.02906410791267,74.05585819282318
4.0,etterbeek,etterbeek,friedrichshainkreuzberg,etterbeek,bruxelles,1040,brussels,"etterbeek, belgium",be,belgium,50.839477549179605,4.400289195842198,private room,1,0.5,1,1,pullout sofa,25.0,175.0,750.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,49.4708475,3223.0,2864.0,359.0,25,2,2,1,40.90114068441065,58.024875621890544
1.0,lista,lista,salamanca,madrid,comunidad de madrid,28006,madrid,"madrid, spain",es,spain,40.43347403153357,-3.6747938484071567,private room,1,1.0,1,1,real bed,25.0,175.0,750.0,150.0,20.0,1,0,1,1125,0,0,0,90,15,89.0,10.0,9.0,10.0,9.0,9.0,9.0,flexible,0.63,19.974145,3550.0,2905.0,645.0,20,8,14,2,40.90114068441065,74.05585819282318
40.0,vallehermosa,vallehermoso,chamberi,madrid,comunidad de madrid,28003,madrid,"madrid, spain",es,spain,40.44293482356797,-3.715245728313216,entire homeapt,4,1.0,2,3,real bed,130.0,910.0,3900.0,300.0,90.0,1,0,3,1125,18,48,78,353,4,85.0,10.0,10.0,9.0,9.0,8.0,9.0,strict,0.42,65.0321,3115.0,2871.0,244.0,33,4,4,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40906756002544,-3.6958192205684095,entire homeapt,2,1.0,1,1,real bed,60.0,420.0,1800.0,150.0,20.0,1,0,2,1125,25,55,85,176,1,20.0,2.0,2.0,2.0,6.0,10.0,2.0,moderate,0.31,24.990907,2928.0,2928.0,0.0,29,6,7,2,95.02906410791267,74.05585819282318
1.0,prosperidad,prosperidad,chamartin,madrid,comunidad de madrid,28002,madrid,"madrid, spain",es,spain,40.44721717368613,-3.664344201784124,private room,1,1.0,1,1,real bed,25.0,250.0,700.0,300.0,5.0,1,10,1,10,30,60,90,365,3,80.0,10.0,7.0,9.0,10.0,9.0,9.0,flexible,0.22,19.974145,3237.0,3144.0,93.0,26,8,8,2,40.90114068441065,74.05585819282318
6.0,ciudad lineal,costillares,ciudad lineal,madrid,comunidad de madrid,28033,madrid,"madrid, spain",es,spain,40.48412222767048,-3.669493359935169,shared room,2,1.0,1,4,real bed,26.0,182.0,780.0,150.0,20.0,1,14,2,31,30,60,90,365,2,20.0,2.0,2.0,8.0,4.0,6.0,2.0,flexible,0.18,24.990907,3171.0,3144.0,27.0,54,3,3,2,31.320987654320987,74.05585819282318
10.0,sol,sol,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.41738149610647,-3.700693461890413,entire homeapt,4,1.0,0,1,real bed,45.0,315.0,1350.0,90.0,25.0,1,0,2,2,17,45,72,216,16,84.0,9.0,9.0,9.0,8.0,10.0,9.0,strict,2.0,39.01926,3071.0,2853.0,218.0,19,2,9,2,95.02906410791267,74.05585819282318
2.0,pacifico,palma de mallorca,santsmontjuic,palma,illes balears,07011,mallorca island,"palma, spain",es,spain,39.57574251904581,2.6441475869361057,private room,1,1.0,1,1,real bed,30.0,210.0,900.0,100.0,10.0,1,0,1,1125,27,57,87,362,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,46,2,6,2,40.90114068441065,74.05585819282318
1.0,ciudad lineal,ventas,ciudad lineal,madrid,comunidad de madrid,28017,madrid,"madrid, spain",es,spain,40.42528496148459,-3.6569614712006335,private room,2,2.0,1,2,real bed,30.0,210.0,900.0,150.0,20.0,1,0,1,1125,0,0,0,245,11,96.0,9.0,10.0,10.0,10.0,9.0,10.0,flexible,0.98,24.990907,3167.0,3052.0,115.0,20,5,8,2,40.90114068441065,74.05585819282318
2.0,cortes,cortes,centro,madrid,community of madrid,28014,madrid,"madrid, spain",es,spain,40.41313734914967,-3.695632663187349,private room,3,1.0,1,2,real bed,35.0,324.0,1056.0,150.0,10.0,1,15,2,1125,7,29,48,132,142,93.0,10.0,9.0,10.0,10.0,10.0,9.0,strict,3.28,44.965052,4131.0,2838.0,1293.0,18,4,13,2,40.90114068441065,74.05585819282318
2.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40186709654945,-3.694100153220592,entire homeapt,2,1.0,1,1,real bed,43.0,301.0,1290.0,150.0,20.0,1,0,1,1125,0,6,12,92,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,moderate,1.0,24.990907,2837.0,2837.0,0.0,26,7,12,2,95.02906410791267,74.05585819282318
3.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42437899407295,-3.710623278854762,private room,1,1.0,1,1,real bed,50.0,350.0,1500.0,175.0,19.0,1,0,1,1125,0,0,0,153,3,93.0,9.0,9.0,10.0,10.0,10.0,9.0,flexible,0.18,81.011416,3321.0,3238.0,83.0,18,10,28,1,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.42145695374864,-3.704386192677408,entire homeapt,6,1.0,2,3,real bed,90.0,650.0,1700.0,100.0,35.0,3,10,3,30,13,29,51,321,59,89.0,10.0,9.0,10.0,9.0,10.0,9.0,moderate,1.59,69.955959,3942.0,2851.0,1091.0,29,6,15,2,95.02906410791267,74.05585819282318
2.0,cortes,cortes,centro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.410927733554594,-3.694764512687713,entire homeapt,2,1.0,1,1,real bed,69.0,483.0,2070.0,150.0,15.0,1,0,2,1125,6,11,38,313,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,3.33,24.990907,2939.0,2837.0,102.0,30,7,9,2,95.02906410791267,74.05585819282318
3.0,palacio,palacio,centro,madrid,community of madrid,28013,madrid,"madrid, spain",es,spain,40.42082744524122,-3.7092578274268058,entire homeapt,4,1.0,1,2,real bed,72.0,520.0,1550.0,100.0,45.0,2,15,4,500,8,20,36,311,49,89.0,9.0,10.0,9.0,9.0,9.0,9.0,strict,1.04,47.7056905,4242.0,2843.0,1399.0,39,4,12,2,95.02906410791267,74.05585819282318
30.0,palacio,arguelles,moncloa  aravaca,madrid,comunidad de madrid,28008,madrid,"madrid, spain",es,spain,40.42509320632936,-3.712771080442145,shared room,10,1.0,1,10,real bed,11.0,77.0,330.0,150.0,20.0,1,15,1,1125,25,55,85,175,3,67.0,6.0,7.0,9.0,10.0,9.0,6.0,strict,1.18,49.4708475,2907.0,2873.0,34.0,10,9,9,2,31.320987654320987,74.05585819282318
32.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42350767479832,-3.70200471778408,private room,9,4.0,6,9,real bed,25.0,150.0,500.0,90.0,22.0,1,22,4,300,21,51,81,356,3,100.0,9.0,9.0,10.0,10.0,10.0,10.0,strict,0.13,49.4708475,3532.0,3146.0,386.0,47,3,3,2,40.90114068441065,74.05585819282318
57.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42519771881617,-3.693819695344762,entire homeapt,2,1.0,0,1,real bed,49.0,343.0,1470.0,100.0,30.0,1,10,1,28,16,46,71,162,37,88.0,9.0,9.0,9.0,9.0,10.0,9.0,moderate,2.65,30.007669,3250.0,2848.0,402.0,26,4,10,2,95.02906410791267,74.05585819282318
1.0,goya,goya,salamanca,madrid,comunidad de madrid,28006,madrid,"madrid, spain",es,spain,40.427704352463486,-3.673472388372002,private room,1,1.0,1,1,real bed,25.0,175.0,750.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,20,1,1,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41118576012587,-3.696942164999159,private room,2,1.0,1,1,real bed,55.0,385.0,1650.0,250.0,10.0,1,0,2,1125,9,24,52,327,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.36,26.01284,2985.0,2839.0,146.0,35,8,13,3,40.90114068441065,74.05585819282318
1.0,fuente del berro,fuente del berro,salamanca,madrid,comunidad de madrid,28028,madrid,"madrid, spain",es,spain,40.42653924202765,-3.667912369138866,entire homeapt,2,1.0,1,1,real bed,38.0,235.0,850.0,100.0,16.0,1,7,1,1125,9,19,30,301,35,93.0,9.0,9.0,10.0,10.0,10.0,9.0,moderate,3.4,24.990907,3140.0,2838.0,302.0,27,4,11,2,95.02906410791267,74.05585819282318
10.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.416924917769336,-3.7012213134713634,entire homeapt,7,2.0,2,5,real bed,150.0,1050.0,3000.0,180.0,25.0,5,25,2,1125,7,17,32,305,40,83.0,9.0,9.0,8.0,9.0,9.0,8.0,flexible,1.41,49.4708475,3683.0,2880.0,803.0,19,6,20,2,95.02906410791267,74.05585819282318
6.0,cuatro caminos,cuatro caminos,tetuan,madrid,comunidad de madrid,28020,madrid,"madrid, spain",es,spain,40.45291716263587,-3.702520696955318,entire homeapt,3,1.0,1,2,real bed,45.0,315.0,1350.0,300.0,25.0,2,15,2,1125,2,26,56,328,7,91.0,10.0,9.0,10.0,10.0,10.0,9.0,strict,2.92,44.965052,2903.0,2866.0,37.0,27,8,11,2,95.02906410791267,74.05585819282318
74.0,arapiles,arta,ciutat vella,betlem,illes balears,07579,mallorca island,"betlem, spain",es,spain,39.752784933677376,3.321525447029888,entire homeapt,8,2.0,4,5,real bed,188.0,1316.0,5640.0,150.0,20.0,1,0,7,1125,6,36,56,153,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,49.4708475,3223.0,2864.0,359.0,28,2,2,3,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40784461446077,-3.70286445868477,entire homeapt,2,1.0,0,1,real bed,35.0,245.0,1050.0,150.0,20.0,2,0,2,1125,1,1,7,52,7,89.0,9.0,9.0,10.0,10.0,9.0,8.0,strict,0.72,30.007669,3123.0,2851.0,272.0,25,11,12,2,95.02906410791267,74.05585819282318
1.0,castillejos,castillejos,tetuan,madrid,comunidad de madrid,28046,madrid,"madrid, spain",es,spain,40.457678749334974,-3.692384535534189,private room,2,1.0,1,2,real bed,35.0,245.0,1050.0,100.0,9.0,1,0,2,1125,9,33,63,215,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,1.25,26.01284,2927.0,2910.0,17.0,27,9,9,3,40.90114068441065,74.05585819282318
5.0,castellana,castellana,salamanca,madrid,community of madrid,,madrid,"madrid, spain",es,spain,40.43605575562019,-3.6842438204335246,entire homeapt,4,1.0,1,1,real bed,90.0,630.0,2700.0,200.0,49.0,2,24,3,1125,7,34,60,291,2,100.0,9.0,7.0,10.0,10.0,10.0,10.0,strict,0.95,47.7056905,2894.0,2840.0,54.0,15,15,15,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40987785730336,-3.7006031910557287,entire homeapt,2,1.0,1,2,real bed,42.0,294.0,1260.0,150.0,10.0,3,15,3,1125,0,0,0,97,12,92.0,9.0,10.0,10.0,10.0,9.0,9.0,moderate,1.66,24.990907,3048.0,2852.0,196.0,23,7,15,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.41408600398531,-3.703343779605439,entire homeapt,5,2.0,2,3,real bed,150.0,1050.0,4500.0,180.0,30.0,3,50,3,10,2,16,20,100,31,94.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,0.92,74.97272099999999,3840.0,2844.0,996.0,25,3,12,2,95.02906410791267,74.05585819282318
10.0,ibiza,ibiza,retiro,madrid,madrid,28009,madrid,"madrid, spain",es,spain,40.41839417930371,-3.675512061283086,entire homeapt,5,1.0,1,3,real bed,90.0,650.0,1650.0,200.0,20.0,4,10,2,1125,0,12,38,310,3,87.0,9.0,9.0,9.0,9.0,10.0,9.0,strict,0.11,49.981814,3657.0,3230.0,427.0,23,8,12,2,95.02906410791267,74.05585819282318
1.0,passy,passy,hortaguinardo,paris,iledefrance,75016,paris,"paris, france",fr,france,48.85725878099219,2.27407278236097,entire homeapt,2,1.0,0,1,pullout sofa,66.0,462.0,1980.0,500.0,25.0,1,0,1,15,18,43,65,66,2,80.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.07,30.007669,2889.0,2861.0,28.0,22,9,11,2,95.02906410791267,58.024875621890544
2.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.425032345075984,-3.702201374373187,entire homeapt,6,2.0,2,3,real bed,118.0,826.0,3540.0,250.0,40.0,4,17,2,1125,14,33,44,307,24,86.0,9.0,9.0,10.0,10.0,10.0,9.0,flexible,2.2,69.955959,3159.0,2845.0,314.0,32,13,19,2,95.02906410791267,74.05585819282318
2.0,malasana,universidad,centro,madrid,madrid,28004,madrid,"madrid, spain",es,spain,40.42199619694109,-3.7035613841614494,private room,2,1.0,1,1,real bed,40.0,280.0,1200.0,150.0,20.0,1,15,2,15,7,30,56,319,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,0.7,24.990907,3685.0,2872.0,813.0,33,12,15,2,40.90114068441065,74.05585819282318
1.0,almagro,almagro,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.4297901610717,-3.6956656966646433,private room,2,1.0,1,1,real bed,40.0,280.0,1200.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,16,7,7,2,40.90114068441065,74.05585819282318
2.0,guindalera,guindalera,salamanca,madrid,comunidad de madrid,28028,madrid,"madrid, spain",es,spain,40.43489199837924,-3.669845595005228,private room,1,1.5,1,1,real bed,20.0,140.0,600.0,90.0,20.0,1,0,5,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.09,19.974145,3154.0,3154.0,0.0,14,3,12,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.41013169958116,-3.702233408033628,entire homeapt,6,1.0,2,4,real bed,95.0,600.0,2850.0,150.0,30.0,4,10,3,1125,1,10,15,234,181,96.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,4.46,69.955959,4048.0,2844.0,1204.0,26,15,21,2,95.02906410791267,74.05585819282318
10.0,sol,sol,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.419328752345805,-3.7061847753517454,entire homeapt,4,1.0,0,3,real bed,68.0,476.0,1300.0,150.0,25.0,1,0,3,365,10,31,61,336,34,83.0,8.0,8.0,9.0,9.0,10.0,9.0,strict,0.89,37.997327,3978.0,2847.0,1131.0,15,14,20,2,95.02906410791267,74.05585819282318
1.0,carabanchel,san isidro,carabanchel,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.39722274730273,-3.717236695662821,entire homeapt,4,1.0,2,2,real bed,85.0,400.0,2550.0,350.0,50.0,5,0,3,1125,16,37,62,327,24,95.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,1.34,49.4708475,3370.0,2870.0,500.0,31,9,20,3,95.02906410791267,74.05585819282318
2.0,castillejos,castillejos,tetuan,madrid,comunidad de madrid,28020,madrid,"madrid, spain",es,spain,40.46294916236096,-3.690356302168056,entire homeapt,2,1.0,1,1,real bed,100.0,650.0,2500.0,300.0,20.0,1,0,7,20,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,20,4,6,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.412536361455686,-3.7016717476186938,private room,1,1.0,1,2,real bed,25.0,150.0,750.0,90.0,20.0,1,0,2,15,9,26,51,326,39,95.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.02,19.974145,3983.0,2971.0,1012.0,25,10,20,2,40.90114068441065,74.05585819282318
2.0,la latina,embajadores,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41195945370166,-3.706368905263167,entire homeapt,4,1.0,1,1,real bed,79.0,553.0,2370.0,150.0,20.0,1,0,2,1125,15,45,75,350,10,93.0,9.0,9.0,9.0,9.0,10.0,10.0,strict,0.86,49.4708475,3181.0,2872.0,309.0,33,9,18,2,95.02906410791267,74.05585819282318
1.0,barajas,timon,barajas,madrid,madrid,28042,madrid,"madrid, spain",es,spain,40.4713701939558,-3.585842319326692,entire homeapt,4,1.0,2,2,real bed,57.0,399.0,1710.0,100.0,15.0,3,10,2,1125,4,7,26,95,73,93.0,9.0,9.0,9.0,10.0,9.0,9.0,moderate,7.47,65.0321,3124.0,2836.0,288.0,34,7,13,2,95.02906410791267,74.05585819282318
1.0,acacias,acacias,arganzuela,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.40266729116292,-3.701760601886138,private room,2,1.0,1,1,real bed,20.0,140.0,600.0,150.0,20.0,1,0,3,1125,0,0,0,0,7,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,0.79,24.990907,3098.0,3047.0,51.0,23,9,9,2,40.90114068441065,74.05585819282318
