host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,square_meters,days_since_first_review,days_since_last_review,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded
4.0,malasana,universidad,centro,madrid,madrid,28004,madrid,"madrid, spain",es,spain,40.42348308060827,-3.703358417465337,private room,3,1.0,1,2,real bed,25.0,250.0,900.0,150.0,15.0,1,15,1,365,21,51,81,171,80,82.0,9.0,8.0,9.0,9.0,9.0,8.0,moderate,1.2,90.02300699999999,4831.0,2838.0,1993.0,19,10,16,1,40.90114068441065,74.05585819282318
1.0,palacio,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41256698398199,-3.715276384715292,entire homeapt,4,2.0,2,2,real bed,115.0,805.0,3450.0,180.0,30.0,1,0,4,1125,0,0,0,251,3,100.0,9.0,10.0,10.0,10.0,10.0,10.0,moderate,0.94,65.0321,2927.0,2848.0,79.0,29,24,25,2,95.02906410791267,74.05585819282318
2.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41514036879173,-3.7029801634447055,entire homeapt,2,1.0,1,1,real bed,75.0,525.0,2250.0,150.0,20.0,1,0,2,1125,5,5,5,194,8,98.0,9.0,10.0,10.0,10.0,10.0,10.0,flexible,1.32,24.990907,3013.0,2852.0,161.0,21,7,8,2,95.02906410791267,74.05585819282318
1.0,arapiles,arapiles,chamberi,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.4365511429988,-3.709253305311502,private room,1,1.0,1,1,real bed,20.0,140.0,600.0,100.0,15.0,1,0,2,4,20,50,80,81,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,14.028353,3223.0,2864.0,359.0,19,6,6,3,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,community of madrid,,madrid,"madrid, spain",es,spain,40.42274001401847,-3.702183493500992,private room,2,1.0,1,1,real bed,44.0,308.0,1320.0,100.0,5.0,1,10,2,7,1,1,7,7,9,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.16,24.990907,3064.0,2887.0,177.0,26,9,10,2,40.90114068441065,74.05585819282318
1.0,fuencarralel pardo,penagrande,fuencarral  el pardo,madrid,comunidad de madrid,28035,madrid,"madrid, spain",es,spain,40.47834408505499,-3.7362330617468937,entire homeapt,10,4.0,5,6,real bed,250.0,1750.0,4000.0,200.0,150.0,6,18,3,1125,9,29,44,214,7,89.0,9.0,9.0,9.0,10.0,8.0,9.0,strict,0.54,49.4708475,3223.0,2972.0,251.0,45,6,14,3,95.02906410791267,74.05585819282318
1.0,ciudad lineal,quintana,ciudad lineal,madrid,comunidad de madrid,28027,madrid,"madrid, spain",es,spain,40.43953392413433,-3.636115725928965,entire homeapt,4,1.0,2,4,real bed,69.0,483.0,2070.0,500.0,30.0,1,10,2,30,11,40,70,237,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.07,65.0321,2889.0,2866.0,23.0,25,8,12,2,95.02906410791267,74.05585819282318
2.0,carabanchel,puerta bonita,carabanchel,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.38087578700701,-3.74183011997336,entire homeapt,4,1.0,1,2,real bed,42.0,294.0,1260.0,150.0,20.0,2,10,10,1125,20,20,20,20,2,90.0,10.0,10.0,10.0,7.0,6.0,8.0,flexible,0.41,47.7056905,2978.0,2955.0,23.0,26,1,5,2,95.02906410791267,74.05585819282318
1.0,aluche,aluche,latina,madrid,madrid,28047,madrid,"madrid, spain",es,spain,40.39103321203726,-3.745121495045115,private room,3,1.0,1,3,real bed,38.0,141.0,469.0,100.0,15.0,1,28,1,1125,30,60,90,365,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,8.36127,3223.0,2864.0,359.0,16,1,2,3,40.90114068441065,74.05585819282318
14.0,arguelles,arguelles,moncloa  aravaca,madrid,comunidad de madrid,28008,madrid,"madrid, spain",es,spain,40.43037109495739,-3.7210975146604506,private room,2,0.0,1,2,real bed,39.0,273.0,1170.0,100.0,15.0,1,0,1,1125,0,0,6,281,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,26.01284,3223.0,2864.0,359.0,24,7,7,3,40.90114068441065,74.05585819282318
2.0,trafalgar,trafalgar,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.43581616688758,-3.7031202598006567,private room,1,1.0,1,1,real bed,40.0,280.0,1200.0,100.0,20.0,1,0,10,1125,30,60,90,90,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,12,3,3,2,40.90114068441065,74.05585819282318
1.0,lista,lista,salamanca,madrid,comunidad de madrid,28006,madrid,"madrid, spain",es,spain,40.429989677427415,-3.672497952816188,private room,1,1.0,1,1,real bed,30.0,210.0,380.0,100.0,15.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,14.028353,3223.0,2864.0,359.0,15,3,8,3,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.409443221747495,-3.701720118105512,entire homeapt,2,1.0,1,1,real bed,39.0,273.0,1170.0,150.0,20.0,1,0,1,1125,0,0,0,5,5,96.0,10.0,10.0,10.0,10.0,9.0,9.0,moderate,5.0,24.990907,2852.0,2835.0,17.0,14,9,13,2,95.02906410791267,74.05585819282318
1.0,castilla,castilla,chamartin,madrid,comunidad de madrid,28036,madrid,"madrid, spain",es,spain,40.46932896875038,-3.686904328864324,entire homeapt,2,1.0,1,1,real bed,90.0,630.0,2700.0,250.0,25.0,1,0,2,1125,13,43,73,73,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,24.990907,2849.0,2849.0,0.0,49,4,8,2,95.02906410791267,74.05585819282318
3.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42206647240436,-3.7040573412641926,private room,1,1.0,0,1,real bed,30.0,210.0,900.0,150.0,25.0,1,0,2,1125,3,3,6,6,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,49.4708475,3223.0,2864.0,359.0,16,9,9,2,40.90114068441065,74.05585819282318
2.0,ciudad jardin,ciudad jardin,chamartin,madrid,comunidad de madrid,28002,madrid,"madrid, spain",es,spain,40.44789527832525,-3.671193618604191,entire homeapt,4,1.0,1,2,real bed,95.0,665.0,2850.0,300.0,50.0,1,0,2,1125,20,50,80,171,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,47.7056905,3223.0,2864.0,359.0,38,3,5,2,95.02906410791267,74.05585819282318
5.0,sol,universidad,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.42779019118551,-3.703758522012629,entire homeapt,4,1.0,2,4,real bed,116.0,700.0,2950.0,450.0,50.0,2,40,4,1125,4,13,17,179,85,99.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,2.23,65.0321,3975.0,2836.0,1139.0,44,9,18,2,95.02906410791267,74.05585819282318
2.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42370854455517,-3.709236401306984,entire homeapt,2,1.0,1,1,real bed,50.0,350.0,1500.0,150.0,20.0,2,0,3,1125,4,13,40,315,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.0,24.990907,2844.0,2844.0,0.0,46,10,10,2,95.02906410791267,74.05585819282318
5.0,trafalgar,trafalgar,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.4311355887864,-3.7022576031048144,entire homeapt,4,1.0,1,1,real bed,78.0,546.0,2340.0,96.0,30.0,2,15,2,3,7,28,54,329,6,100.0,10.0,10.0,9.0,9.0,10.0,10.0,moderate,4.5,47.7056905,2871.0,2833.0,38.0,19,5,11,2,95.02906410791267,74.05585819282318
1.0,trafalgar,trafalgar,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.43373057591119,-3.700624764350267,entire homeapt,4,2.5,2,2,real bed,199.0,1393.0,5006.0,300.0,50.0,1,0,3,1125,15,45,75,350,4,85.0,9.0,8.0,10.0,10.0,10.0,9.0,moderate,0.22,49.4708475,3372.0,2927.0,445.0,24,5,11,3,95.02906410791267,74.05585819282318
13.0,palacio,palacio,centro,madrid,community of madrid,28013,madrid,"madrid, spain",es,spain,40.42178519348654,-3.7109523928016137,entire homeapt,2,1.0,1,1,real bed,89.0,620.0,1490.0,200.0,50.0,2,20,3,90,27,57,87,362,5,92.0,9.0,9.0,10.0,10.0,10.0,10.0,strict,0.1,24.990907,4389.0,3006.0,1383.0,29,13,13,2,95.02906410791267,74.05585819282318
4.0,arguelles,arguelles,moncloa  aravaca,madrid,comunidad de madrid,28008,madrid,"madrid, spain",es,spain,40.42480424609696,-3.7139094863046656,entire homeapt,4,2.0,2,3,real bed,70.0,650.0,1800.0,200.0,25.0,2,12,3,50,18,36,61,336,64,90.0,9.0,9.0,10.0,10.0,10.0,9.0,moderate,3.12,65.0321,3447.0,2845.0,602.0,34,4,24,2,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42211762155051,-3.6992056097992174,entire homeapt,4,1.0,1,2,real bed,62.0,350.0,1311.0,150.0,45.0,3,20,3,1125,9,20,40,315,105,92.0,10.0,9.0,10.0,10.0,10.0,9.0,moderate,2.59,47.7056905,4047.0,2840.0,1207.0,21,5,7,2,95.02906410791267,74.05585819282318
3.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42811710553271,-3.7060922346731338,entire homeapt,2,1.0,0,2,real bed,35.0,245.0,1050.0,92.0,25.0,1,10,7,1125,0,0,0,203,3,100.0,10.0,10.0,9.0,10.0,10.0,9.0,strict,0.65,30.007669,2970.0,2950.0,20.0,27,12,19,2,95.02906410791267,74.05585819282318
34.0,guindalera,guindalera,salamanca,madrid,comunidad de madrid,28028,madrid,"madrid, spain",es,spain,40.43587173886703,-3.671671833486671,private room,1,1.0,1,1,real bed,19.0,120.0,420.0,150.0,20.0,1,0,30,365,8,38,68,343,72,92.0,8.0,9.0,9.0,10.0,9.0,9.0,strict,1.79,19.974145,4038.0,2928.0,1110.0,21,7,12,2,40.90114068441065,74.05585819282318
4.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41572046456025,-3.701693923568284,entire homeapt,4,1.0,1,2,real bed,73.0,511.0,2190.0,90.0,26.0,1,0,1,1125,0,0,0,0,20,88.0,9.0,9.0,10.0,10.0,9.0,9.0,moderate,2.87,47.7056905,3040.0,2880.0,160.0,24,20,21,2,95.02906410791267,74.05585819282318
1.0,usera,san fermin,usera,madrid,madrid,28041,madrid,"madrid, spain",es,spain,40.37426396464482,-3.6924090400217935,private room,1,1.0,1,1,real bed,20.0,120.0,350.0,100.0,15.0,1,7,1,365,11,41,71,343,18,89.0,9.0,9.0,10.0,10.0,9.0,9.0,moderate,0.33,14.028353,4450.0,3177.0,1273.0,35,10,10,3,40.90114068441065,74.05585819282318
7.0,arapiles,arapiles,chamberi,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.43122156779986,-3.711282729321876,entire homeapt,4,1.0,2,3,real bed,75.0,525.0,2250.0,100.0,25.0,2,12,2,1125,4,12,38,311,21,85.0,9.0,9.0,9.0,10.0,10.0,8.0,strict,1.2,65.0321,3354.0,2887.0,467.0,12,16,16,2,95.02906410791267,74.05585819282318
142.0,recoletos,castellana,salamanca,madrid,comunidad de madrid,28001,madrid,"madrid, spain",es,spain,40.429289717300335,-3.685484320736384,entire homeapt,5,2.0,3,4,real bed,237.0,1659.0,7110.0,200.0,77.0,2,0,3,1125,8,21,34,194,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.02,79.98948299999999,2890.0,2878.0,12.0,48,6,14,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.41022615690694,-3.698921310927258,entire homeapt,7,1.0,2,7,real bed,80.0,800.0,2500.0,150.0,30.0,2,28,2,1125,0,0,6,247,21,88.0,9.0,9.0,10.0,10.0,9.0,9.0,moderate,0.42,49.4708475,4331.0,3404.0,927.0,37,4,20,2,95.02906410791267,74.05585819282318
2.0,la latina,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41292940222981,-3.7081097341345024,private room,1,1.0,1,1,real bed,28.0,196.0,840.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,8,8,12,2,40.90114068441065,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42724613202444,-3.701196536410464,entire homeapt,4,1.0,2,3,real bed,145.0,1015.0,4350.0,180.0,20.0,1,0,2,1125,22,52,79,354,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.82,65.0321,2978.0,2871.0,107.0,29,16,19,2,95.02906410791267,74.05585819282318
1.0,cortes,cortes,centro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.41376405025839,-3.6976727242115217,entire homeapt,2,1.0,1,1,real bed,55.0,360.0,1301.0,200.0,30.0,1,10,1,1125,0,0,0,184,29,90.0,9.0,9.0,9.0,9.0,10.0,9.0,strict,1.01,24.990907,3691.0,2929.0,762.0,34,6,12,2,95.02906410791267,74.05585819282318
1.0,aluche,lucero,latina,madrid,comunidad de madrid,28011,madrid,"madrid, spain",es,spain,40.40361452252754,-3.75132074209218,private room,1,1.0,1,1,real bed,25.0,175.0,750.0,150.0,20.0,1,0,1,15,27,57,87,362,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.18,19.974145,2996.0,2996.0,0.0,20,10,10,2,40.90114068441065,74.05585819282318
20.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.40950808990811,-3.7014762418236455,entire homeapt,4,1.0,0,2,real bed,50.0,299.0,1500.0,150.0,20.0,2,8,3,90,12,30,60,335,53,89.0,9.0,10.0,10.0,9.0,9.0,9.0,moderate,1.84,39.01926,3693.0,2859.0,834.0,41,2,10,2,95.02906410791267,74.05585819282318
2.0,sol,sol,centro,madrid,community of madrid,28005,madrid,"madrid, spain",es,spain,40.41509367593704,-3.706906840996486,entire homeapt,2,1.0,1,1,real bed,58.0,350.0,1350.0,90.0,20.0,1,0,1,1125,4,11,22,99,282,94.0,9.0,9.0,10.0,10.0,10.0,9.0,strict,6.33,24.990907,4167.0,2841.0,1326.0,16,22,22,2,95.02906410791267,74.05585819282318
3.0,trafalgar,trafalgar,chamberi,madrid,comunidad de madrid,28010,madrid,"madrid, spain",es,spain,40.437253669584415,-3.701998495343298,private room,2,1.0,1,1,real bed,29.0,203.0,870.0,175.0,22.0,1,0,1,1125,19,49,79,354,1,90.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,0.17,7.989658,3004.0,3004.0,0.0,15,3,7,2,40.90114068441065,74.05585819282318
1.0,usera,san fermin,usera,madrid,comunidad de madrid,28041,madrid,"madrid, spain",es,spain,40.367912083028486,-3.6880491103156303,private room,1,1.0,1,1,real bed,12.0,84.0,360.0,150.0,20.0,1,9,3,1125,7,22,40,112,18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,3.35,19.974145,2992.0,2839.0,153.0,16,6,13,2,40.90114068441065,74.05585819282318
3.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42723139227238,-3.70958895345536,entire homeapt,3,1.0,1,2,real bed,55.0,385.0,1650.0,150.0,15.0,1,0,3,365,6,23,35,125,65,90.0,9.0,9.0,10.0,10.0,10.0,9.0,moderate,3.37,44.965052,3410.0,2846.0,564.0,23,9,13,2,95.02906410791267,74.05585819282318
2.0,moncloa,ciudad universitaria,moncloa  aravaca,madrid,comunidad de madrid,28040,madrid,"madrid, spain",es,spain,40.45505358378658,-3.716001204088825,private room,1,1.0,1,1,real bed,35.0,245.0,1050.0,150.0,15.0,1,0,4,1125,30,60,90,180,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,flexible,0.18,19.974145,3161.0,2845.0,316.0,10,2,7,2,40.90114068441065,74.05585819282318
2.0,imperial,imperial,arganzuela,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41352679008043,-3.71872596182962,private room,1,1.0,1,1,real bed,25.0,175.0,500.0,150.0,20.0,1,0,1,1125,17,28,57,332,20,91.0,9.0,10.0,10.0,10.0,9.0,9.0,strict,1.19,49.4708475,3334.0,2895.0,439.0,15,12,2,2,40.90114068441065,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42385787898796,-3.699537022455517,private room,2,1.0,1,1,real bed,30.0,210.0,900.0,150.0,20.0,1,0,2,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,4,0,5,2,40.90114068441065,74.05585819282318
3.0,san blas,amposta,san blas  canillejas,madrid,comunidad de madrid,28037,madrid,"madrid, spain",es,spain,40.42558700337539,-3.624186423119741,private room,2,1.0,1,2,real bed,16.0,112.0,480.0,150.0,5.0,1,16,2,1125,23,53,83,84,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,24.990907,3223.0,2864.0,359.0,25,8,11,2,40.90114068441065,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.410260050477696,-3.699214378635245,entire homeapt,2,1.0,1,1,real bed,60.0,420.0,1800.0,150.0,20.0,1,0,4,1125,2,2,2,2,3,100.0,9.0,9.0,9.0,10.0,9.0,9.0,flexible,0.18,11.984487,3328.0,2928.0,400.0,16,4,4,2,95.02906410791267,74.05585819282318
114.0,sol,sol,centro,madrid,community of madrid,28013,madrid,"madrid, spain",es,spain,40.419807282302486,-3.701075217874312,private room,2,2.0,1,1,real bed,25.0,175.0,750.0,150.0,15.0,1,5,10,1125,0,0,18,293,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.05,24.990907,3454.0,3454.0,0.0,19,6,11,2,40.90114068441065,74.05585819282318
1.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41564763370755,-3.705719198669144,entire homeapt,4,1.0,1,2,real bed,59.0,413.0,1770.0,150.0,20.0,2,10,2,1125,3,8,12,162,43,96.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,7.54,47.7056905,3002.0,2841.0,161.0,28,6,11,2,95.02906410791267,74.05585819282318
1.0,imperial,imperial,arganzuela,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41335532617877,-3.7193166323755578,entire homeapt,2,1.0,1,1,real bed,49.0,343.0,1470.0,150.0,20.0,2,15,2,1125,0,0,0,0,10,90.0,9.0,9.0,9.0,10.0,10.0,9.0,moderate,0.93,24.990907,3152.0,2990.0,162.0,26,8,8,2,95.02906410791267,74.05585819282318
1.0,aluche,puerta del angel,latina,madrid,comunidad de madrid,28011,madrid,"madrid, spain",es,spain,40.40718199831008,-3.737626876951494,private room,2,1.0,1,1,real bed,28.0,196.0,840.0,150.0,20.0,2,6,2,1125,19,47,77,198,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.53,11.984487,2929.0,2837.0,92.0,39,6,6,2,40.90114068441065,74.05585819282318
1.0,berruguete,berruguete,tetuan,madrid,comunidad de madrid,28039,madrid,"madrid, spain",es,spain,40.45822546602566,-3.7089390552893513,entire homeapt,4,1.0,2,3,real bed,50.0,350.0,1500.0,150.0,20.0,2,15,2,1125,0,0,0,159,7,86.0,9.0,9.0,10.0,10.0,9.0,8.0,moderate,0.43,49.4708475,3320.0,3195.0,125.0,28,4,11,3,95.02906410791267,74.05585819282318
2.0,la latina,embajadores,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40998005167543,-3.707136003497376,entire homeapt,2,1.0,1,2,real bed,55.0,385.0,1650.0,100.0,30.0,1,0,1,20,12,42,72,347,1,80.0,10.0,8.0,10.0,10.0,10.0,8.0,moderate,0.16,24.990907,3013.0,3013.0,0.0,28,6,9,2,95.02906410791267,74.05585819282318
1.0,hortaleza,valdefuentes,hortaleza,madrid,comunidad de madrid,28055,madrid,"madrid, spain",es,spain,40.49503567602003,-3.615583431741687,entire homeapt,3,2.0,3,2,real bed,71.0,500.0,1200.0,200.0,42.0,3,10,3,1125,10,40,52,296,18,81.0,8.0,9.0,9.0,9.0,7.0,8.0,flexible,0.81,120.030676,3494.0,2880.0,614.0,34,6,10,2,95.02906410791267,74.05585819282318
1.0,arguelles,arguelles,moncloa  aravaca,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.42311475533042,-3.714762211074913,private room,2,1.0,1,1,real bed,454.0,3178.0,13620.0,150.0,20.0,1,0,1,1125,26,56,86,176,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,11,3,3,2,40.90114068441065,74.05585819282318
1.0,sol,sol,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.41817059033813,-3.706069575974981,private room,1,1.0,1,1,real bed,18.0,126.0,540.0,150.0,20.0,1,0,3,16,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.06,19.974145,3302.0,3302.0,0.0,15,1,1,2,40.90114068441065,74.05585819282318
31.0,estrella,felanitx,santsmontjuic,porreres,balearic islands,07260,mallorca island,"porreres, spain",es,spain,39.49663475395212,3.083169769014904,entire homeapt,12,5.0,6,12,real bed,420.0,2940.0,3750.0,500.0,20.0,10,0,4,1125,29,51,73,206,2,90.0,10.0,9.0,10.0,10.0,9.0,9.0,strict,0.25,319.957932,3098.0,3049.0,49.0,31,12,15,3,95.02906410791267,74.05585819282318
1.0,tetuan,ciudad universitaria,moncloa  aravaca,madrid,comunidad de madrid,28003,madrid,"madrid, spain",es,spain,40.44803844658724,-3.7094031616137615,entire homeapt,6,2.0,3,5,real bed,100.0,700.0,3000.0,500.0,40.0,4,15,3,60,6,10,18,239,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,1.62,99.963628,3257.0,2837.0,420.0,46,4,14,2,95.02906410791267,74.05585819282318
1.0,acacias,acacias,arganzuela,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40093538311379,-3.702806382995394,entire homeapt,2,1.0,0,1,real bed,39.0,273.0,1170.0,150.0,25.0,1,0,2,7,9,13,28,53,10,100.0,10.0,10.0,10.0,10.0,9.0,9.0,moderate,3.95,30.007669,2907.0,2838.0,69.0,28,3,13,2,95.02906410791267,74.05585819282318
10.0,sol,sol,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.4199108904508,-3.705373706837401,entire homeapt,3,1.0,0,2,real bed,59.0,413.0,1399.0,150.0,25.0,1,0,2,365,17,42,72,347,47,78.0,8.0,9.0,7.0,8.0,10.0,8.0,strict,1.19,44.965052,4019.0,2854.0,1165.0,12,9,19,2,95.02906410791267,74.05585819282318
3.0,trafalgar,trafalgar,chamberi,madrid,madrid,28010,madrid,"madrid, spain",es,spain,40.430857113236925,-3.702698425914537,entire homeapt,5,2.5,2,3,real bed,105.0,735.0,3150.0,100.0,55.0,2,20,2,30,1,1,4,279,166,92.0,10.0,9.0,9.0,9.0,10.0,9.0,strict,2.97,120.030676,4509.0,2837.0,1672.0,30,13,13,2,95.02906410791267,74.05585819282318
1.0,jeronimos,jeronimos,retiro,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.40796003396345,-3.69030514952423,private room,2,1.0,1,1,pullout sofa,35.0,245.0,1050.0,150.0,20.0,2,0,3,30,9,39,69,344,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.7,11.984487,2884.0,2855.0,29.0,46,0,16,2,40.90114068441065,58.024875621890544
1.0,aluche,lucero,latina,madrid,comunidad de madrid,28047,madrid,"madrid, spain",es,spain,40.40286147701586,-3.747982682610643,private room,2,1.5,1,2,pullout sofa,20.0,140.0,600.0,90.0,14.0,1,19,2,7,29,59,89,364,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.19,24.990907,2991.0,2991.0,0.0,22,10,12,2,40.90114068441065,58.024875621890544
7.0,palacio,palacio,centro,madrid,comunidad de madrid,28013,madrid,"madrid, spain",es,spain,40.41682956536646,-3.7096227265771295,entire homeapt,2,1.0,0,1,real bed,65.0,455.0,1950.0,150.0,30.0,1,0,2,1125,0,3,31,301,54,95.0,10.0,9.0,9.0,9.0,10.0,10.0,moderate,3.21,30.007669,3335.0,2845.0,490.0,30,7,6,2,95.02906410791267,74.05585819282318
1.0,malasana,universidad,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.42500560235108,-3.700942011906927,entire homeapt,2,1.0,1,2,real bed,48.0,323.0,850.0,70.0,10.0,2,15,2,365,0,0,0,161,12,85.0,8.0,8.0,10.0,10.0,10.0,9.0,moderate,0.33,24.990907,3916.0,3111.0,805.0,21,2,12,2,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.419850646234586,-3.699730175526741,entire homeapt,4,1.0,2,3,real bed,105.0,735.0,4000.0,180.0,50.0,2,20,4,1125,0,10,24,66,74,93.0,9.0,10.0,10.0,10.0,10.0,9.0,strict,3.53,65.0321,3460.0,2847.0,613.0,30,8,18,2,95.02906410791267,74.05585819282318
1.0,imperial,imperial,arganzuela,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40859703732027,-3.718192714345832,entire homeapt,3,1.5,1,1,real bed,86.0,602.0,2580.0,150.0,20.0,1,0,7,1125,7,7,7,7,2,100.0,10.0,10.0,10.0,8.0,10.0,10.0,moderate,0.36,44.965052,2999.0,2990.0,9.0,52,9,10,2,95.02906410791267,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.42687573659708,-3.7091326120467314,entire homeapt,2,1.0,1,1,real bed,50.0,350.0,1500.0,150.0,20.0,1,0,4,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.13,24.990907,3293.0,2927.0,366.0,12,16,26,2,95.02906410791267,74.05585819282318
1.0,la chopera,chopera,arganzuela,madrid,community of madrid,28045,madrid,"madrid, spain",es,spain,40.396089474646224,-3.6966885983255016,private room,1,0.5,1,1,real bed,21.0,125.0,300.0,100.0,20.0,1,0,3,1125,6,36,66,341,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,0.1,19.974145,3763.0,3174.0,589.0,20,5,16,2,40.90114068441065,74.05585819282318
