accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,availability_365,square_meters,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded,cancellation_policy_numeric,city_encoded,zipcode_encoded,price_log,review_overall_score,price_per_guest,total_beds
7,1.0,3,5,150.0,25.0,1,221,49.4708475,164.0,27,9,11,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.7176206701170009,17.863333333333333,0.6035392171627877,15
2,1.5,1,1,150.0,20.0,1,159,24.990907,762.0,22,9,12,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.2786519225708116,25.066666666666663,1.0729586082894003,1
4,1.0,2,3,250.0,15.0,4,300,65.0321,1447.0,35,5,4,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.7485306857603089,32.54555555555556,0.9883284845218607,6
2,1.0,1,1,100.0,12.0,1,354,23.504459,1170.0,17,18,18,0.0,0.15037580105041076,0.8520040280841519,1,67.8210655120482,66.9320987654321,0.406843822909565,20.9,1.2296264847046452,1
1,1.0,1,1,100.0,5.0,1,350,14.028353,359.0,8,6,11,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,40.595238095238095,0.2786519225708116,17.134444444444444,1.6094379124341005,1
3,1.0,1,2,100.0,30.0,1,274,44.965052,17.0,17,22,22,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,81.97660098522168,0.3855800761372702,17.314444444444447,0.902729478161056,2
1,1.0,1,1,150.0,20.0,1,230,19.974145,359.0,18,9,12,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,77.42207792207792,0.2786519225708116,17.134444444444444,1.6094379124341005,1
4,1.0,1,2,200.0,20.0,2,321,47.7056905,1676.0,33,4,21,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.5392644376913147,32.93888888888889,0.8348774539791274,2
2,1.0,1,1,100.0,15.0,1,365,26.01284,359.0,20,4,4,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,38.07368421052632,0.5594771364653282,17.134444444444444,1.4161650806831199,1
2,1.0,1,1,100.0,30.0,1,321,24.990907,620.0,20,7,7,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.5555526569875417,25.204444444444444,1.4113688348657532,1
4,1.5,1,4,250.0,30.0,4,34,49.4708475,13.0,50,10,12,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,61.73068893528184,0.6280222968411702,18.22222222222222,0.899961934066053,4
2,1.0,1,1,400.0,70.0,1,159,24.990907,533.0,28,3,3,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,78.44134078212291,0.6427689485889352,16.698888888888888,1.517958963866847,1
2,1.0,1,1,100.0,20.0,1,0,24.990907,359.0,7,10,15,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.4677054718657925,17.134444444444444,1.3040076684760487,1
2,1.0,1,1,150.0,20.0,1,230,24.990907,497.0,15,7,8,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,45.323232323232325,0.5081865263098453,16.94666666666667,1.353481003515473,1
2,1.0,1,1,100.0,30.0,1,311,24.990907,359.0,42,0,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,38.07368421052632,0.4389687475461892,17.134444444444444,1.2688874965901067,1
4,1.0,1,1,80.0,30.0,1,0,49.981814,60.0,5,23,23,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,77.42207792207792,0.3283795105803867,18.45777777777778,0.6802394763324311,1
2,1.0,1,2,100.0,15.0,1,281,26.01284,335.0,24,5,9,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,66.9320987654321,0.26751786162415947,18.287777777777777,1.0593512767826485,2
3,1.0,1,2,150.0,20.0,2,328,44.965052,155.0,28,4,16,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.6280222968411702,18.997777777777777,1.1249524175825663,2
5,1.0,1,2,150.0,30.0,4,171,49.981814,45.0,18,5,5,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,73.40522875816994,0.37042358717034685,10.817777777777778,0.5925580102482355,2
3,1.0,1,1,150.0,50.0,2,351,44.965052,213.0,11,3,3,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,117.65573770491804,0.4784027887350877,15.92,0.987810929645357,1
4,1.0,1,1,93.0,20.0,2,324,47.7056905,196.0,33,11,19,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.45657141091914055,18.684444444444445,0.7742402021815782,1
3,1.0,1,1,100.0,30.0,2,234,57.971472,1642.0,35,17,17,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,81.97660098522168,0.5392644376913147,19.48,1.0435968174739092,1
2,1.0,1,1,150.0,5.0,1,317,24.990907,300.0,19,2,2,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,40.595238095238095,0.18905354929498086,18.01888888888889,0.9634572526320548,1
2,1.0,1,1,200.0,20.0,1,242,24.990907,1775.0,26,10,12,0.3333333333333333,1.0,0.4090312389650088,3,67.8210655120482,74.4219734079776,0.39285375033772685,36.53666666666666,1.2125287199087953,1
3,2.0,2,2,180.0,200.0,3,0,49.981814,359.0,23,7,7,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,63.77536231884058,0.7283179869862957,17.134444444444444,1.2168836126138955,4
2,1.0,1,1,150.0,20.0,1,365,24.990907,0.0,13,2,2,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.5392644376913147,17.904444444444444,1.3914624232985455,1
2,1.0,1,1,195.0,9.0,2,268,24.990907,260.0,35,6,14,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.5594771364653282,25.422222222222224,1.4161650806831199,1
3,1.0,1,1,150.0,30.0,1,307,44.965052,523.0,36,5,13,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,63.77536231884058,0.5924665518986851,19.186666666666667,1.0923619631167554,1
2,1.0,1,1,75.0,10.0,0,353,24.990907,446.0,16,4,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,27.25,30.0,0.3283795105803867,18.157777777777778,1.1337324605540517,1
2,1.0,0,1,150.0,25.0,1,244,30.007669,539.0,26,1,1,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,50.85365853658536,0.406843822909565,19.778888888888886,1.2296264847046452,0
2,1.0,1,1,150.0,10.0,1,68,24.990907,359.0,13,2,2,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.26751786162415947,17.134444444444444,1.0593512767826485,1
2,1.0,1,1,300.0,15.0,1,169,24.990907,369.0,16,5,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,63.77536231884058,0.37042358717034685,17.723333333333333,1.185116020496471,1
5,1.0,1,3,200.0,20.0,4,325,49.981814,133.0,39,3,10,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,38.5,0.45657141091914055,18.904444444444444,0.6452001684846486,3
1,2.0,2,2,180.0,10.0,1,145,49.4708475,0.0,32,7,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,31.035714285714285,0.2559098707267581,15.52,1.5677471079645748,4
5,1.0,3,6,150.0,40.0,4,65,8.36127,447.0,22,4,4,0.6666666666666667,1.0,0.8520040280841519,2,67.8210655120482,40.595238095238095,0.5594771364653282,20.232222222222223,0.7080825403415599,18
2,1.0,1,1,150.0,20.0,1,0,49.4708475,359.0,36,4,4,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,63.77536231884058,0.654017826046662,17.134444444444444,1.5317066167115299,1
4,1.0,0,1,180.0,20.0,2,313,44.965052,160.0,32,7,9,0.6666666666666667,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.5307404121457246,19.87444444444445,0.8286269452783065,0
1,1.0,1,1,150.0,15.0,1,70,19.974145,359.0,22,7,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,45.323232323232325,0.21779027361458414,17.134444444444444,1.4978661367769954,1
2,1.0,1,1,150.0,20.0,1,308,24.990907,55.0,30,5,9,0.3333333333333333,0.15037580105041076,0.0,2,67.8210655120482,59.73780487804878,0.21779027361458414,17.47,0.9985774245179969,1
6,1.0,2,3,150.0,20.0,4,313,60.015338,1328.0,30,26,27,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.5515708838181193,45.18111111111111,0.6027868150251582,6
4,2.0,2,3,180.0,95.0,1,32,65.0321,457.0,23,2,3,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,78.44134078212291,0.6026321987789032,19.905555555555555,0.8813438494528507,6
2,1.0,1,2,150.0,20.0,1,305,24.990907,170.0,34,2,2,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,59.73780487804878,0.406843822909565,20.87777777777778,1.2296264847046452,2
4,1.0,2,3,150.0,50.0,4,337,65.0321,173.0,31,4,9,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,61.73068893528184,0.7064866091703488,18.11111111111111,0.9574983485564091,6
3,1.0,1,2,150.0,20.0,2,34,44.965052,266.0,18,9,9,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.76751269035533,0.4677054718657925,18.023333333333333,0.9780057513570365,2
2,1.0,0,1,150.0,20.0,1,49,30.007669,304.0,25,8,8,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.76751269035533,0.46219525176988263,21.59,1.2972734327035422,0
2,1.0,1,1,100.0,7.0,2,295,26.01284,615.0,23,5,21,0.6666666666666667,0.15037580105041076,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.2893492394401066,26.61,1.0860321793404941,1
4,1.0,1,2,350.0,20.0,2,158,47.7056905,0.0,39,6,11,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,61.73068893528184,0.6567590211607737,18.0,0.9210340371976183,2
5,1.0,1,1,200.0,20.0,4,265,49.981814,1190.0,23,6,27,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,78.44134078212291,0.6567590211607737,18.572222222222223,0.7675283643313486,1
2,1.0,1,1,100.0,15.0,1,76,23.504459,124.0,33,6,17,0.0,0.15037580105041076,0.8520040280841519,3,67.8210655120482,56.0,0.4986154875091009,22.96777777777778,1.3417838969117166,1
1,1.0,1,1,100.0,20.0,1,365,14.028353,359.0,23,2,2,0.6666666666666667,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.6124325327743465,17.134444444444444,2.2213256282451583,1
4,1.0,1,1,150.0,20.0,2,325,47.7056905,675.0,15,11,17,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.6280222968411702,17.821111111111108,0.899961934066053,1
4,2.0,3,3,200.0,36.0,4,92,49.4708475,255.0,20,15,19,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.6827545503662655,17.177777777777777,0.9400960731584833,9
2,1.0,1,1,200.0,15.0,1,20,35.024431,359.0,11,5,24,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.49370100107128456,17.134444444444444,1.3357777284108237,1
2,1.0,1,2,100.0,20.0,1,348,24.990907,538.0,19,4,13,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.406843822909565,21.65222222222222,1.2296264847046452,2
2,1.0,0,1,150.0,15.0,1,97,30.007669,10.0,17,7,7,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.3095619382141197,17.276666666666667,1.110734836725068,0
3,2.0,2,3,200.0,30.0,1,91,49.981814,137.0,28,6,10,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.6567590211607737,19.69222222222222,1.151292546497023,6
2,1.0,1,1,94.0,12.0,1,338,24.990907,919.0,23,3,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.39285375033772685,19.65888888888889,1.2125287199087953,1
6,1.2,2,5,200.0,10.0,4,250,69.955959,1837.0,19,16,16,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.7064866091703488,18.14777777777778,0.6839273918260066,10
2,1.0,1,1,100.0,20.0,1,307,24.990907,1064.0,30,1,11,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,61.73068893528184,0.3855800761372702,24.8,1.2036393042147413,1
2,1.0,1,1,200.0,20.0,1,292,24.990907,0.0,25,11,11,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.5475301192743927,17.907777777777778,1.4015642064636553,1
1,1.0,1,1,150.0,20.0,1,365,19.974145,359.0,17,3,3,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,47.23880597014925,0.39285375033772685,17.134444444444444,1.8187930798631928,1
2,1.0,1,1,150.0,20.0,1,86,24.990907,306.0,10,5,18,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.37042358717034685,16.503333333333334,1.185116020496471,1
2,1.0,1,1,133.0,60.0,1,361,24.990907,740.0,51,7,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,95.0,95.0,0.6427689485889352,18.83,1.517958963866847,1
2,1.0,1,1,150.0,15.0,1,78,26.01284,0.0,38,3,3,0.6666666666666667,0.15037580105041076,0.8520040280841519,3,67.8210655120482,73.68885317997294,0.37042358717034685,17.732222222222223,1.185116020496471,1
2,1.0,1,1,150.0,20.0,1,281,24.990907,629.0,30,6,6,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,64.14925373134328,0.5392644376913147,18.67333333333333,1.3914624232985455,1
5,1.0,1,3,200.0,20.0,4,312,49.981814,834.0,30,3,6,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,78.44134078212291,0.6280222968411702,18.028888888888886,0.7499682783883775,3
4,2.0,2,4,180.0,250.0,1,229,65.0321,359.0,39,2,4,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,82.45454545454545,0.9088475107356868,17.134444444444444,1.1058858175022848,8
2,1.0,1,1,150.0,30.0,1,342,24.990907,148.0,12,9,18,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,81.97660098522168,0.37042358717034685,17.234444444444446,1.185116020496471,1
4,1.0,1,2,350.0,50.0,2,364,47.7056905,191.0,28,2,6,0.3333333333333333,1.0,0.8520040280841519,2,97.84848484848484,129.33333333333334,0.8458125704557544,17.272222222222222,1.0596634733096073,2
2,1.0,1,1,150.0,30.0,1,2,11.984487,115.0,26,10,15,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.3095619382141197,20.11111111111111,1.110734836725068,1
4,1.0,1,3,150.0,8.0,1,281,47.7056905,359.0,45,2,8,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,47.23880597014925,0.406843822909565,17.134444444444444,0.7377758908227872,3
2,1.0,0,2,90.0,60.0,1,331,30.007669,0.0,14,17,17,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,63.77536231884058,0.34598217395333797,17.90222222222222,1.1552453009332422,0
2,2.0,1,1,150.0,20.0,1,347,24.990907,1059.0,21,5,12,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,45.323232323232325,0.3283795105803867,29.55111111111111,1.1337324605540517,1
2,1.0,1,1,150.0,20.0,1,64,24.990907,359.0,22,4,4,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,32.84,0.12050838891913873,17.134444444444444,0.8796857765384195,1
3,1.0,1,2,150.0,20.0,1,365,44.965052,359.0,16,10,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,61.73068893528184,0.5555526569875417,17.134444444444444,1.058526626149315,2
1,1.0,1,1,150.0,20.0,1,350,19.974145,251.0,20,3,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,38.66,0.21779027361458414,19.47222222222222,1.4978661367769954,1
3,1.0,1,2,150.0,20.0,1,346,44.965052,276.0,41,6,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,66.9320987654321,0.26751786162415947,17.26,0.7945134575869864,2
2,1.0,1,1,100.0,15.0,1,227,26.01284,482.0,26,6,13,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.4677054718657925,27.817777777777778,1.3040076684760487,1
6,1.0,2,3,180.0,20.0,2,205,69.955959,630.0,44,16,23,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.6124325327743465,37.46333333333334,0.6346644652129024,6
4,1.0,0,1,90.0,25.0,3,321,39.01926,700.0,11,6,9,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.37042358717034685,22.685555555555556,0.7110696122978826,0
4,1.0,1,1,150.0,25.0,1,322,49.4708475,359.0,14,6,6,0.6666666666666667,1.0,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.6124325327743465,17.134444444444444,0.8885302512980633,1
4,1.0,0,4,150.0,25.0,1,298,39.01926,0.0,35,9,12,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,81.97660098522168,0.7064866091703488,17.226666666666667,0.9574983485564091,0
3,1.0,1,2,150.0,20.0,1,62,44.965052,14.0,26,3,3,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,66.9320987654321,0.4677054718657925,18.047777777777775,0.9780057513570365,2
2,1.0,1,2,100.0,25.0,1,73,24.990907,245.0,28,7,8,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,59.73780487804878,0.406843822909565,18.177777777777777,1.2296264847046452,2
2,1.0,1,1,150.0,20.0,1,346,24.990907,552.0,29,9,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.26751786162415947,21.65888888888889,1.0593512767826485,1
2,1.0,1,1,150.0,20.0,1,360,24.990907,652.0,39,10,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,59.73780487804878,0.2893492394401066,17.482222222222223,1.0860321793404941,1
6,1.0,2,3,150.0,30.0,2,230,69.955959,359.0,25,6,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.4677054718657925,17.134444444444444,0.558860429346878,6
2,1.0,1,1,150.0,20.0,1,77,24.990907,73.0,35,5,9,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,61.73068893528184,0.5174330598753676,16.84777777777778,1.3647815207407001,1
1,2.0,1,1,100.0,12.0,1,365,49.4708475,187.0,14,9,14,0.0,0.15037580105041076,0.8520040280841519,1,67.8210655120482,81.97660098522168,0.3283795105803867,14.575555555555557,1.7005986908310777,1
1,1.0,1,1,350.0,10.0,1,0,19.974145,359.0,27,3,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,31.035714285714285,0.21779027361458414,17.134444444444444,1.4978661367769954,1
2,1.0,1,1,150.0,20.0,2,280,79.98948299999999,1389.0,20,17,17,0.6666666666666667,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.5594771364653282,19.172222222222224,1.4161650806831199,1
2,4.5,1,2,150.0,10.0,1,43,24.990907,235.0,41,11,13,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.2786519225708116,18.905555555555555,1.0729586082894003,2
4,1.5,1,2,150.0,40.0,2,212,47.7056905,994.0,20,4,11,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.5174330598753676,18.598888888888887,0.8188689124444201,2
4,1.0,1,2,200.0,20.0,1,97,47.7056905,0.0,26,9,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,64.14925373134328,0.5958973722045462,17.928888888888892,0.8764053269347762,2
4,1.0,1,1,150.0,20.0,2,216,47.7056905,987.0,45,8,10,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,61.73068893528184,0.4677054718657925,17.215555555555554,0.7824046010856291,1
4,2.0,2,3,250.0,77.0,1,237,65.0321,359.0,35,2,6,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.76751269035533,0.7365836685693739,17.134444444444444,0.9795679599901822,6
1,1.0,1,1,150.0,20.0,1,246,19.974145,359.0,26,10,15,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.3191329770148643,17.134444444444444,1.683647914993237,1
3,1.0,0,2,200.0,25.0,1,16,44.965052,441.0,16,8,8,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.4389687475461892,21.54888888888889,0.95166562244258,0
4,2.0,2,2,180.0,29.0,2,93,65.0321,174.0,28,13,19,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,63.77536231884058,0.7154299224511331,17.346666666666668,0.9640563131210074,4
2,1.0,0,1,150.0,10.0,1,38,30.007669,359.0,22,13,16,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,66.9320987654321,0.34598217395333797,17.134444444444444,1.1552453009332422,0
4,1.0,2,2,90.0,40.0,2,272,49.4708475,948.0,28,5,17,0.6666666666666667,1.0,0.8520040280841519,3,67.8210655120482,83.67920792079208,0.5958973722045462,33.62,0.8764053269347762,4
2,1.0,1,1,150.0,77.0,2,202,24.990907,0.0,26,8,18,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,61.73068893528184,0.6648210845051821,15.234444444444446,1.544909662743212,1
5,1.0,3,4,150.0,30.0,2,260,79.98948299999999,894.0,48,3,9,0.3333333333333333,1.0,0.8520040280841519,3,118.0,118.0,0.7064866091703488,20.362222222222226,0.7979152904636743,12
1,1.0,1,1,150.0,9.0,1,325,19.974145,644.0,18,3,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.3191329770148643,24.87222222222222,1.683647914993237,1
1,1.0,1,1,150.0,20.0,1,0,19.974145,359.0,21,9,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,45.323232323232325,0.13932596128540564,17.134444444444444,1.354025100551105,1
4,1.0,1,2,200.0,40.0,2,293,47.7056905,0.0,28,2,14,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,77.42207792207792,0.6427689485889352,17.685555555555553,0.9107753783201081,2
4,1.0,1,2,250.0,20.0,1,54,47.7056905,314.0,29,7,7,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.6567590211607737,20.952222222222225,0.9210340371976183,2
2,1.0,1,1,150.0,20.0,1,111,24.990907,515.0,31,6,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,45.323232323232325,0.21779027361458414,21.23888888888889,0.9985774245179969,1
3,1.0,0,2,150.0,20.0,2,326,44.965052,546.0,37,1,2,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.4677054718657925,22.87444444444445,0.9780057513570365,0
4,1.0,1,2,90.0,18.0,2,0,49.4708475,985.0,14,6,6,0.6666666666666667,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.4784027887350877,43.74333333333333,0.7902487437162856,2
2,1.0,0,2,150.0,15.0,1,311,30.007669,267.0,29,7,10,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,77.42207792207792,0.39993847640590896,18.04888888888889,1.2211872153765488,0
4,1.0,1,2,100.0,5.0,1,298,49.4708475,359.0,24,6,6,0.0,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.5924665518986851,17.134444444444444,0.8738895704934043,2
3,1.0,1,1,95.0,35.0,1,0,44.965052,783.0,48,3,15,0.3333333333333333,1.0,0.8520040280841519,1,94.0,112.0,0.7176206701170009,19.61,1.2070784343255754,1
4,2.0,2,3,180.0,50.0,1,93,65.0321,123.0,30,5,11,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.8458125704557544,18.558888888888887,1.0596634733096073,6
2,1.0,1,1,200.0,12.0,1,44,11.984487,140.0,39,5,12,0.3333333333333333,0.15037580105041076,0.4090312389650088,3,67.8210655120482,52.051886792452834,0.2786519225708116,18.435555555555556,1.0729586082894003,1
4,1.0,2,3,200.0,30.0,2,288,65.0321,354.0,32,13,24,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.76751269035533,0.6427689485889352,18.878888888888888,0.9107753783201081,6
2,1.0,1,1,100.0,20.0,1,340,24.990907,1763.0,22,4,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,81.97660098522168,0.37810709858996183,32.378888888888895,1.1945063128187032,1
2,1.0,1,1,150.0,10.0,1,364,24.990907,180.0,19,6,16,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.8458125704557544,17.752222222222223,1.7661057888493454,1
1,1.0,3,2,200.0,42.0,1,74,49.4708475,0.0,14,8,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,73.68885317997294,0.5515708838181193,17.956666666666667,2.1097538525880535,6
6,1.0,2,4,300.0,40.0,2,312,69.955959,700.0,22,15,28,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.5958973722045462,26.625555555555557,0.6260038049534116,8
4,1.0,2,3,100.0,20.0,3,251,65.0321,379.0,36,2,4,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,78.44134078212291,0.5958973722045462,21.64555555555556,0.8764053269347762,6
4,1.0,1,2,150.0,30.0,1,178,47.7056905,359.0,41,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.7064866091703488,17.134444444444444,0.9574983485564091,2
2,1.0,1,1,120.0,18.0,1,106,24.990907,725.0,38,7,17,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,83.67920792079208,0.39993847640590896,22.427777777777777,1.2211872153765488,1
1,1.0,1,1,281.0,23.0,1,365,19.974145,359.0,33,3,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,84.47826086956522,0.45082916476242274,17.134444444444444,1.9250738008550288,1
4,2.0,2,3,250.0,30.0,2,312,65.0321,736.0,35,5,9,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.5958973722045462,21.37444444444445,0.8764053269347762,6
2,1.0,0,2,150.0,10.0,1,347,30.007669,797.0,18,4,9,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.76751269035533,0.4389687475461892,20.066666666666663,1.2688874965901067,0
4,1.0,0,1,150.0,25.0,2,256,39.01926,836.0,27,6,13,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.5819072996327079,17.801111111111112,0.8661466680572663,0
1,1.0,1,1,150.0,20.0,1,364,19.974145,230.0,23,2,4,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,47.23880597014925,0.2786519225708116,18.051111111111112,1.6094379124341005,1
5,2.0,3,4,500.0,140.0,1,318,79.98948299999999,503.0,19,0,1,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.7673482581265763,16.85111111111111,0.8351058823493761,12
2,1.0,1,1,150.0,18.0,1,0,24.990907,359.0,19,4,23,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,59.73780487804878,0.3283795105803867,17.134444444444444,1.1337324605540517,1
