accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,availability_365,square_meters,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded,cancellation_policy_numeric,city_encoded,zipcode_encoded,price_log,review_overall_score,price_per_guest,total_beds
2,1.0,1,4,150.0,20.0,1,365,24.990907,27.0,54,3,3,0.3333333333333333,0.0,0.8520040280841519,1,67.8210655120482,47.23880597014925,0.2893492394401066,5.131111111111111,1.0860321793404941,4
4,1.0,0,1,90.0,25.0,1,216,39.01926,218.0,19,2,9,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.4389687475461892,17.333333333333332,0.761332497954064,0
1,1.0,1,1,100.0,10.0,1,362,19.974145,359.0,46,2,6,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,91.0,52.5,0.3283795105803867,17.134444444444444,1.7005986908310777,1
2,2.0,1,2,150.0,20.0,1,245,24.990907,115.0,20,5,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,38.30337078651685,0.3283795105803867,18.44222222222222,1.1337324605540517,2
3,1.0,1,2,150.0,10.0,1,132,44.965052,1293.0,18,4,13,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,83.67920792079208,0.37042358717034685,32.919999999999995,0.8888370153723533,2
2,1.0,1,1,150.0,20.0,1,92,24.990907,0.0,26,7,12,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,45.323232323232325,0.42656903876912367,17.77777777777778,1.2537333718978538,1
1,1.0,1,1,175.0,19.0,1,153,81.011416,83.0,18,10,28,0.0,0.15037580105041076,0.8520040280841519,1,67.8210655120482,61.73068893528184,0.4677054718657925,17.02,1.956011502714073,1
6,1.0,2,3,100.0,35.0,3,321,69.955959,1091.0,29,6,15,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.6280222968411702,22.954444444444444,0.6428299529043235,6
2,1.0,1,1,150.0,15.0,1,313,24.990907,102.0,30,7,9,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,83.67920792079208,0.5555526569875417,19.14777777777778,1.4113688348657532,1
4,1.0,1,2,100.0,45.0,2,311,47.7056905,1399.0,39,4,12,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.5671606478849429,21.56,0.8553332238032111,2
2,1.0,0,1,100.0,30.0,1,162,30.007669,402.0,26,4,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.46219525176988263,20.294444444444444,1.2972734327035422,0
1,1.0,1,1,150.0,20.0,1,0,19.974145,359.0,20,1,1,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,84.47826086956522,0.2786519225708116,17.134444444444444,1.6094379124341005,1
2,1.0,1,1,250.0,10.0,1,327,26.01284,146.0,35,8,13,0.6666666666666667,0.15037580105041076,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.49370100107128456,18.706666666666667,1.3357777284108237,1
2,1.0,1,1,100.0,16.0,1,301,24.990907,302.0,27,4,11,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,52.051886792452834,0.39285375033772685,20.933333333333334,1.2125287199087953,1
7,2.0,2,5,180.0,25.0,5,305,49.4708475,803.0,19,6,20,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.7673482581265763,19.60111111111111,0.626329411762032,10
3,1.0,1,2,300.0,25.0,2,328,44.965052,37.0,27,8,11,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,66.9320987654321,0.4389687475461892,17.657777777777778,0.95166562244258,2
2,1.0,0,1,150.0,20.0,2,52,30.007669,272.0,25,11,12,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.37042358717034685,16.857777777777777,1.185116020496471,0
2,1.0,1,2,100.0,9.0,1,215,26.01284,17.0,27,9,9,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,87.84615384615384,0.37042358717034685,18.25,1.185116020496471,2
4,1.0,1,1,200.0,49.0,2,291,47.7056905,54.0,15,15,15,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,73.68885317997294,0.6280222968411702,17.66111111111111,0.899961934066053,1
2,1.0,1,2,150.0,10.0,3,97,24.990907,196.0,23,7,15,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.42015117517992207,18.07333333333333,1.2458898727611227,2
5,2.0,2,3,180.0,30.0,3,100,74.97272099999999,996.0,25,3,12,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.7673482581265763,20.32444444444444,0.8351058823493761,6
5,1.0,1,3,200.0,20.0,4,310,49.981814,427.0,23,8,12,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,78.44134078212291,0.6280222968411702,16.123333333333335,0.7499682783883775,3
2,1.0,0,1,500.0,25.0,1,66,30.007669,28.0,22,9,11,0.3333333333333333,1.0,0.4090312389650088,1,105.9080459770115,268.25,0.5434285890808594,15.896666666666668,1.3965515806754751,0
6,2.0,2,3,250.0,40.0,4,307,69.955959,314.0,32,13,19,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.7019025244907202,18.8,0.6815263749236664,6
2,1.0,1,1,150.0,20.0,1,319,24.990907,813.0,33,12,15,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.406843822909565,19.633333333333333,1.2296264847046452,1
2,1.0,1,1,150.0,20.0,1,0,24.990907,359.0,16,7,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,77.42207792207792,0.406843822909565,17.134444444444444,1.2296264847046452,1
1,1.5,1,1,90.0,20.0,1,0,19.974145,0.0,14,3,12,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,52.051886792452834,0.21779027361458414,17.89888888888889,1.4978661367769954,1
6,1.0,2,4,150.0,30.0,4,234,69.955959,1204.0,26,15,21,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.6427689485889352,37.82888888888888,0.6505538416572201,8
4,1.0,0,3,150.0,25.0,1,336,37.997327,1131.0,15,14,20,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.5515708838181193,18.987777777777776,0.8439015410352214,0
4,1.0,2,2,350.0,50.0,5,327,49.4708475,500.0,31,9,20,0.6666666666666667,1.0,0.8520040280841519,3,67.8210655120482,40.595238095238095,0.6124325327743465,19.926666666666662,0.8885302512980633,4
2,1.0,1,1,300.0,20.0,1,0,24.990907,359.0,20,4,6,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,66.9320987654321,0.6567590211607737,17.134444444444444,1.5350567286626973,1
1,1.0,1,2,90.0,20.0,1,326,19.974145,1012.0,25,10,20,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.2786519225708116,21.55777777777778,1.6094379124341005,2
4,1.0,1,1,150.0,20.0,1,350,49.4708475,309.0,33,9,18,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.76751269035533,0.5924665518986851,17.762222222222224,0.8738895704934043,1
4,1.0,2,2,100.0,15.0,3,95,65.0321,288.0,34,7,13,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,62.14473684210526,0.5034429873035293,25.385555555555555,0.8086102535669101,4
2,1.0,1,1,150.0,20.0,1,0,24.990907,51.0,23,9,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.21779027361458414,17.865555555555556,0.9985774245179969,1
5,3.0,3,3,100.0,15.0,1,344,8.36127,83.0,52,15,17,0.6666666666666667,0.15037580105041076,0.8520040280841519,2,67.8210655120482,62.14473684210526,0.46219525176988263,18.81888888888889,0.6486367163517711,9
2,1.0,0,1,100.0,25.0,1,333,30.007669,35.0,23,11,16,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,45.323232323232325,0.5392644376913147,17.864444444444445,1.3914624232985455,0
4,1.0,1,2,100.0,20.0,2,315,47.7056905,663.0,21,7,14,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.5174330598753676,29.29444444444444,0.8188689124444201,2
4,1.0,2,2,180.0,17.0,2,303,65.0321,741.0,31,11,13,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.5392644376913147,25.224444444444444,0.8348774539791274,4
2,1.0,1,2,150.0,5.0,1,30,24.990907,12.0,14,3,3,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.34598217395333797,18.126666666666665,1.1552453009332422,2
4,1.0,1,2,80.0,30.0,2,305,47.7056905,774.0,17,16,25,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.5958973722045462,19.426666666666662,0.8764053269347762,2
4,1.0,1,2,150.0,5.0,2,87,47.7056905,73.0,26,9,15,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.5263763731561522,18.88888888888889,0.8254268770090183,2
1,1.0,0,1,150.0,25.0,1,165,49.4708475,545.0,17,10,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.4677054718657925,16.12777777777778,1.956011502714073,0
2,1.0,1,2,150.0,30.0,2,223,24.990907,636.0,31,6,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,117.65573770491804,0.49370100107128456,22.89444444444445,1.3357777284108237,2
4,1.0,0,1,100.0,30.0,1,139,39.01926,433.0,34,6,8,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.57546602525557,0.46219525176988263,23.198888888888888,0.7783640596221253,0
2,1.0,1,1,150.0,10.0,2,339,24.990907,217.0,18,7,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.34598217395333797,18.51,1.1552453009332422,1
2,2.0,1,1,100.0,32.5,2,32,49.4708475,23.0,23,5,13,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,31.035714285714285,0.26751786162415947,17.621111111111112,1.0593512767826485,1
1,1.0,1,1,100.0,15.0,1,284,14.028353,610.0,34,2,11,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,38.27777777777778,0.29964278626078333,22.486666666666665,1.6479184330021646,1
5,1.0,2,3,150.0,30.0,4,329,49.4708475,359.0,34,4,5,0.6666666666666667,1.0,0.8520040280841519,1,67.8210655120482,32.84,0.7064866091703488,17.134444444444444,0.7979152904636743,6
2,1.0,1,1,150.0,5.0,1,28,24.990907,155.0,21,11,11,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.21779027361458414,20.996666666666663,0.9985774245179969,1
6,2.0,2,4,200.0,50.0,4,323,69.955959,405.0,30,9,15,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.76751269035533,0.7485306857603089,21.67555555555556,0.7059489175156148,8
1,1.0,1,1,150.0,5.0,1,318,19.974145,194.0,23,14,18,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.37042358717034685,20.89444444444445,1.7776740307447065,1
2,1.0,2,4,100.0,15.0,1,180,74.97272099999999,359.0,32,6,16,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,38.25,0.406843822909565,17.134444444444444,1.2296264847046452,8
1,1.0,1,1,150.0,20.0,1,139,19.974145,543.0,17,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,61.73068893528184,0.3191329770148643,28.664444444444445,1.683647914993237,1
4,1.0,2,2,150.0,25.0,2,300,65.0321,501.0,31,8,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,67.76751269035533,0.5128489751957392,26.046666666666667,0.815507488781144,4
4,2.0,1,4,150.0,20.0,1,0,47.7056905,359.0,15,4,4,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.8458125704557544,17.134444444444444,1.0596634733096073,4
4,1.0,1,2,150.0,30.0,2,125,47.7056905,30.0,29,12,12,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.5174330598753676,17.94,0.8188689124444201,2
1,1.0,1,1,150.0,8.0,1,76,19.974145,30.0,13,3,3,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.24378580282007623,16.72222222222222,1.545521226679158,1
2,2.0,1,2,150.0,20.0,1,308,24.990907,1176.0,27,5,5,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,87.84615384615384,0.34598217395333797,21.936666666666667,1.1552453009332422,2
2,2.0,1,2,150.0,10.0,1,309,24.990907,253.0,27,4,6,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.3855800761372702,24.672222222222224,1.2036393042147413,2
5,1.0,3,5,200.0,42.0,1,278,79.98948299999999,124.0,23,6,6,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,38.30337078651685,0.5594771364653282,16.045555555555556,0.7080825403415599,15
3,1.0,1,2,150.0,12.0,2,329,44.965052,2002.0,11,0,8,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.49370100107128456,52.77222222222222,1.0018332963081178,2
2,1.0,1,1,300.0,40.0,1,363,24.990907,666.0,37,10,10,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,74.4219734079776,0.6280222968411702,18.357777777777777,1.499936556776755,1
2,1.0,1,1,250.0,20.0,1,365,24.990907,0.0,20,12,12,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,40.63725490196079,0.5174330598753676,17.89333333333333,1.3647815207407001,1
6,2.0,2,2,400.0,50.0,4,255,69.955959,1098.0,45,3,12,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.7673482581265763,29.425555555555555,0.715805042013751,4
2,1.0,1,1,100.0,31.0,2,169,24.990907,949.0,28,3,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,66.0,65.55555555555556,0.37042358717034685,43.01111111111111,1.185116020496471,1
1,1.0,1,1,150.0,20.0,1,143,19.974145,273.0,29,8,10,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,59.73780487804878,0.17346378522815709,18.70888888888889,1.416606672028108,1
2,1.0,1,2,90.0,10.0,1,67,11.984487,275.0,11,3,22,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.2786519225708116,18.977777777777774,1.0729586082894003,2
2,1.0,1,1,150.0,6.0,1,114,24.990907,100.0,36,9,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,2,67.8210655120482,63.77536231884058,0.34598217395333797,20.034444444444446,1.1552453009332422,1
2,1.0,1,1,150.0,20.0,1,0,24.990907,359.0,11,3,3,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,67.76751269035533,0.5128489751957392,17.134444444444444,1.3591791479685733,1
4,1.0,1,2,150.0,30.0,1,362,47.7056905,0.0,37,4,15,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.7673482581265763,17.945555555555554,1.0021270588192512,2
3,1.0,1,2,150.0,20.0,2,271,44.965052,1457.0,30,5,14,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,50.42528735632184,0.4389687475461892,23.116666666666667,0.95166562244258,2
4,1.0,1,2,150.0,20.0,1,339,47.7056905,359.0,12,11,24,0.3333333333333333,1.0,0.8520040280841519,4,67.8210655120482,83.67920792079208,0.6280222968411702,17.134444444444444,0.899961934066053,2
2,1.0,1,1,150.0,10.0,1,6,24.990907,359.0,15,8,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,61.73068893528184,0.406843822909565,17.134444444444444,1.2296264847046452,1
6,2.0,2,2,300.0,40.0,4,177,69.955959,907.0,36,14,19,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,81.97660098522168,0.7283179869862957,23.308888888888887,0.6953620643507975,4
1,1.0,1,1,150.0,20.0,1,347,19.974145,55.0,18,5,8,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,40.595238095238095,0.15692862465835689,17.73111111111111,1.3862943611198906,1
7,2.0,2,4,150.0,39.0,4,252,49.4708475,553.0,39,12,19,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.7064866091703488,28.24111111111111,0.5984364678477557,8
2,1.0,1,1,150.0,19.0,2,364,24.990907,359.0,40,3,3,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,73.68885317997294,0.5958973722045462,17.134444444444444,1.4606755448912938,1
2,1.0,1,1,94.0,5.0,1,27,11.984487,359.0,26,1,3,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,32.06666666666667,0.05473225352509514,17.134444444444444,0.7992984242661235,1
2,1.0,1,2,150.0,20.0,1,275,24.990907,0.0,47,11,14,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,66.9320987654321,0.5924665518986851,17.96777777777778,1.456482617489007,2
1,1.0,1,1,150.0,20.0,1,365,19.974145,359.0,11,1,1,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,148.46031746031747,0.2786519225708116,17.134444444444444,1.6094379124341005,1
4,1.0,1,1,150.0,25.0,2,38,49.4708475,162.0,19,5,11,0.6666666666666667,1.0,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.5958973722045462,19.19333333333333,0.8764053269347762,1
2,1.0,1,1,100.0,5.0,1,355,49.4708475,359.0,27,13,13,0.0,0.15037580105041076,0.8520040280841519,1,67.8210655120482,67.57546602525557,0.42656903876912367,17.134444444444444,1.2537333718978538,1
5,1.0,2,3,120.0,15.0,2,21,74.97272099999999,461.0,33,10,21,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,40.63725490196079,0.4677054718657925,19.36111111111111,0.6520038342380243,6
1,2.0,1,1,200.0,30.0,1,311,19.974145,359.0,17,5,16,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,67.57546602525557,0.34598217395333797,17.134444444444444,1.7328679513998633,1
3,2.0,2,2,180.0,77.0,4,223,49.981814,0.0,37,7,14,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,83.67920792079208,0.7562141971799239,17.923333333333332,1.2424533248940002,4
1,1.0,1,1,100.0,15.0,1,90,14.028353,887.0,39,8,12,0.6666666666666667,0.15037580105041076,0.8520040280841519,1,67.8210655120482,40.595238095238095,0.18905354929498086,20.788888888888888,1.4451858789480823,1
2,1.0,1,1,200.0,30.0,2,303,24.990907,538.0,23,6,15,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,45.323232323232325,0.37042358717034685,23.03666666666667,1.185116020496471,1
2,1.0,1,1,150.0,20.0,1,0,24.990907,359.0,23,4,4,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,73.40522875816994,0.406843822909565,17.134444444444444,1.2296264847046452,1
1,1.0,1,1,100.0,15.0,1,97,14.028353,76.0,12,6,7,0.6666666666666667,0.15037580105041076,0.8520040280841519,2,67.8210655120482,38.07368421052632,0.21779027361458414,18.42888888888889,1.4978661367769954,1
4,1.0,1,3,200.0,35.0,3,316,47.7056905,203.0,23,2,9,0.3333333333333333,1.0,0.8520040280841519,2,67.8210655120482,61.73068893528184,0.5782947088315948,17.61888888888889,0.863497622707262,3
2,1.0,1,1,150.0,5.0,2,192,24.990907,38.0,19,7,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,45.88333333333333,0.2310976258849412,17.873333333333335,1.0148408125744743,1
2,1.0,1,2,150.0,20.0,1,241,24.990907,269.0,32,9,9,0.3333333333333333,0.15037580105041076,0.8520040280841519,3,67.8210655120482,38.66,0.17346378522815709,20.855555555555554,0.9444044480187387,2
2,1.0,1,2,150.0,5.0,1,0,24.990907,10.0,22,2,7,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,67.8210655120482,74.4219734079776,0.2310976258849412,17.333333333333332,1.0148408125744743,2
2,1.0,1,1,100.0,15.0,1,124,26.01284,76.0,35,13,17,0.6666666666666667,0.15037580105041076,0.8520040280841519,3,67.8210655120482,38.30337078651685,0.20380020104274588,18.784444444444446,0.9814796597221468,1
2,1.0,1,1,150.0,20.0,1,0,24.990907,359.0,35,3,3,0.3333333333333333,0.15037580105041076,0.8520040280841519,1,76.33333333333333,75.5,0.46219525176988263,17.134444444444444,1.2972734327035422,1
2,1.0,1,1,150.0,20.0,1,301,24.990907,322.0,27,11,19,0.3333333333333333,1.0,0.8520040280841519,3,67.8210655120482,74.4219734079776,0.4886963355557643,21.023333333333333,1.3296613488547582,1
4,1.0,2,2,150.0,40.0,2,78,49.4708475,205.0,23,5,9,0.6666666666666667,1.0,0.8520040280841519,2,112.5,100.0,0.6567590211607737,20.155555555555555,0.9210340371976183,4
2,1.0,1,1,100.0,24.0,1,146,24.990907,203.0,23,18,18,0.3333333333333333,1.0,0.8520040280841519,1,67.8210655120482,83.67920792079208,0.4677054718657925,19.203333333333333,1.3040076684760487,1
